bowler,date,wickets,rolling_avg_wickets
Jj Bumrah,2017-04-29,7,5.4
Jj Bumrah,2017-04-29,7,5.8
Jj Bumrah,2017-04-29,7,6.2
Jj Bumrah,2017-04-29,7,6.6
Jj Bumrah,2017-04-29,7,7.0
Jj Bumrah,2017-04-29,7,7.0
Jj Bumrah,2017-04-29,7,7.0
Jj Bumrah,2017-04-29,7,7.0
Jj Bumrah,2017-04-29,7,7.0
Jj Bumrah,2017-04-29,7,7.0
Jj Bumrah,2017-04-29,7,7.0
Jj Bumrah,2017-04-29,7,7.0
Jj Bumrah,2017-04-29,8,7.2
Jj Bumrah,2017-04-29,9,7.6
Jj Bumrah,2017-05-01,1,6.4
Jj Bumrah,2017-05-01,1,5.2
Jj Bumrah,2017-05-01,1,4.0
Jj Bumrah,2017-05-01,1,2.6
Jj Bumrah,2017-05-01,1,1.0
Jj Bumrah,2017-05-01,1,1.0
Jj Bumrah,2017-05-01,4,1.6
Jj Bumrah,2017-05-01,4,2.2
Jj Bumrah,2017-05-01,4,2.8
Jj Bumrah,2017-05-01,5,3.6
Jj Bumrah,2017-05-01,5,4.4
Jj Bumrah,2017-05-01,5,4.6
Jj Bumrah,2017-05-01,5,4.8
Jj Bumrah,2017-05-01,5,5.0
Jj Bumrah,2017-05-01,5,5.0
Jj Bumrah,2017-05-01,5,5.0
Jj Bumrah,2017-05-01,5,5.0
Jj Bumrah,2017-05-01,5,5.0
Jj Bumrah,2017-05-01,5,5.0
Jj Bumrah,2017-05-01,5,5.0
Jj Bumrah,2017-05-01,5,5.0
Jj Bumrah,2017-05-01,5,5.0
Jj Bumrah,2017-05-01,5,5.0
Jj Bumrah,2017-05-01,5,5.0
Jj Bumrah,2017-05-11,0,4.0
Jj Bumrah,2017-05-11,0,3.0
Jj Bumrah,2017-05-11,0,2.0
Jj Bumrah,2017-05-11,0,1.0
Jj Bumrah,2017-05-11,0,0.0
Jj Bumrah,2017-05-11,0,0.0
Jj Bumrah,2017-05-11,0,0.0
Jj Bumrah,2017-05-11,0,0.0
Jj Bumrah,2017-05-11,0,0.0
Jj Bumrah,2017-05-11,0,0.0
Jj Bumrah,2017-05-11,0,0.0
Jj Bumrah,2017-05-11,0,0.0
Jj Bumrah,2017-05-11,1,0.2
Jj Bumrah,2017-05-11,1,0.4
Jj Bumrah,2017-05-11,1,0.6
Jj Bumrah,2017-05-11,1,0.8
Jj Bumrah,2017-05-11,1,1.0
Jj Bumrah,2017-05-11,2,1.2
Jj Bumrah,2017-05-11,3,1.6
Jj Bumrah,2017-05-11,3,2.0
Jj Bumrah,2017-05-11,3,2.4
Jj Bumrah,2017-05-11,3,2.8
Jj Bumrah,2017-05-11,3,3.0
Jj Bumrah,2017-05-11,3,3.0
Jj Bumrah,2017-05-16,2,2.8
Jj Bumrah,2017-05-16,2,2.6
Jj Bumrah,2017-05-16,2,2.4
Jj Bumrah,2017-05-16,2,2.2
Jj Bumrah,2017-05-16,2,2.0
Jj Bumrah,2017-05-16,2,2.0
Jj Bumrah,2017-05-16,3,2.2
Jj Bumrah,2017-05-16,3,2.4
Jj Bumrah,2017-05-16,3,2.6
Jj Bumrah,2017-05-16,3,2.8
Jj Bumrah,2017-05-16,3,3.0
Jj Bumrah,2017-05-16,3,3.0
Jj Bumrah,2017-05-16,3,3.0
Jj Bumrah,2017-05-16,3,3.0
Jj Bumrah,2017-05-16,3,3.0
Jj Bumrah,2017-05-16,3,3.0
Jj Bumrah,2017-05-16,3,3.0
Jj Bumrah,2017-05-16,3,3.0
Jj Bumrah,2017-05-16,3,3.0
Jj Bumrah,2017-05-16,3,3.0
Jj Bumrah,2017-05-16,3,3.0
Jj Bumrah,2017-05-16,3,3.0
Jj Bumrah,2017-05-16,3,3.0
Jj Bumrah,2017-05-16,4,3.2
Jj Bumrah,2017-05-19,0,2.6
Jj Bumrah,2017-05-19,0,2.0
Jj Bumrah,2017-05-19,1,1.6
Jj Bumrah,2017-05-19,1,1.2
Jj Bumrah,2017-05-19,1,0.6
Jj Bumrah,2017-05-19,1,0.8
Jj Bumrah,2017-05-19,2,1.2
Jj Bumrah,2017-05-19,3,1.6
Jj Bumrah,2017-05-19,3,2.0
Jj Bumrah,2017-05-19,3,2.4
Jj Bumrah,2017-05-19,3,2.8
Jj Bumrah,2017-05-19,3,3.0
Jj Bumrah,2017-05-19,9,4.2
Jj Bumrah,2017-05-19,9,5.4
Jj Bumrah,2017-05-19,9,6.6
Jj Bumrah,2017-05-19,9,7.8
Jj Bumrah,2017-05-19,9,9.0
Jj Bumrah,2017-05-19,9,9.0
Jj Van Der Wath,2011-04-14,0,0.0
Jj Van Der Wath,2011-04-14,0,0.0
Jj Van Der Wath,2011-04-14,0,0.0
Jj Van Der Wath,2011-04-14,0,0.0
Jj Van Der Wath,2011-04-14,0,0.0
Jj Van Der Wath,2011-04-14,0,0.0
Jj Van Der Wath,2011-04-14,0,0.0
Jj Van Der Wath,2011-04-14,0,0.0
Jj Van Der Wath,2011-04-14,1,0.2
Jj Van Der Wath,2011-04-14,1,0.4
Jj Van Der Wath,2011-04-14,1,0.6
Jj Van Der Wath,2011-04-14,1,0.8
Jj Van Der Wath,2011-04-14,1,1.0
Jj Van Der Wath,2011-04-14,1,1.0
Jj Van Der Wath,2011-04-14,1,1.0
Jj Van Der Wath,2011-04-14,2,1.2
Jj Van Der Wath,2011-04-14,2,1.4
Jj Van Der Wath,2011-04-14,2,1.6
Jj Van Der Wath,2011-04-14,3,2.0
Jj Van Der Wath,2011-04-14,3,2.4
Jj Van Der Wath,2011-04-14,3,2.6
Jj Van Der Wath,2011-04-14,3,2.8
Jj Van Der Wath,2011-04-14,3,3.0
Jj Van Der Wath,2011-04-14,3,3.0
Jj Van Der Wath,2011-04-14,3,3.0
Jj Van Der Wath,2011-04-14,3,3.0
Jj Van Der Wath,2011-04-14,3,3.0
Jj Van Der Wath,2011-04-16,0,2.4
Jj Van Der Wath,2011-04-16,0,1.8
Jj Van Der Wath,2011-04-16,0,1.2
Jj Van Der Wath,2011-04-16,0,0.6
Jj Van Der Wath,2011-04-16,0,0.0
Jj Van Der Wath,2011-04-16,0,0.0
Jj Van Der Wath,2011-04-16,1,0.2
Jj Van Der Wath,2011-04-16,1,0.4
Jj Van Der Wath,2011-04-16,1,0.6
Jj Van Der Wath,2011-04-16,1,0.8
Jj Van Der Wath,2011-04-16,1,1.0
Jj Van Der Wath,2011-04-16,1,1.0
Jj Van Der Wath,2011-04-16,1,1.0
Jj Van Der Wath,2011-04-16,3,1.4
Jj Van Der Wath,2011-04-16,3,1.8
Jj Van Der Wath,2011-04-16,3,2.2
Jj Van Der Wath,2011-04-16,3,2.6
Jj Van Der Wath,2011-04-16,3,3.0
Jj Van Der Wath,2011-04-16,3,3.0
Jj Van Der Wath,2011-04-16,4,3.2
Jj Van Der Wath,2011-04-16,4,3.4
Jj Van Der Wath,2011-04-16,4,3.6
Jj Van Der Wath,2011-04-16,4,3.8
Jj Van Der Wath,2011-04-16,4,4.0
Jj Van Der Wath,2011-04-16,5,4.2
Jj Van Der Wath,2011-05-17,0,3.4
Jj Van Der Wath,2011-05-17,0,2.6
Jj Van Der Wath,2011-05-17,0,1.8
Jj Van Der Wath,2011-05-17,0,1.0
Jj Van Der Wath,2011-05-17,0,0.0
Jj Van Der Wath,2011-05-17,0,0.0
Jj Van Der Wath,2011-05-17,1,0.2
Jj Van Der Wath,2011-05-17,1,0.4
Jj Van Der Wath,2011-05-17,1,0.6
Jj Van Der Wath,2011-05-17,1,0.8
Jj Van Der Wath,2011-05-17,1,1.0
Jj Van Der Wath,2011-05-17,1,1.0
Jj Van Der Wath,2011-05-17,1,1.0
Jj Van Der Wath,2011-05-17,1,1.0
Jj Van Der Wath,2011-05-17,1,1.0
Jj Van Der Wath,2011-05-17,1,1.0
Jj Van Der Wath,2011-05-17,1,1.0
Jj Van Der Wath,2011-05-17,1,1.0
Jj Van Der Wath,2011-05-17,1,1.0
Jj Van Der Wath,2011-05-17,1,1.0
Jj Van Der Wath,2011-05-17,1,1.0
Jj Van Der Wath,2011-05-17,1,1.0
Jj Van Der Wath,2011-05-17,1,1.0
Jj Van Der Wath,2011-05-17,1,1.0
Jm Kemp,2010-03-14,2,2.0
Jm Kemp,2010-03-14,2,2.0
Jm Kemp,2010-03-14,2,2.0
Jm Kemp,2010-03-14,2,2.0
Jm Kemp,2010-03-14,2,2.0
Jm Kemp,2010-03-14,2,2.0
Jm Kemp,2010-03-14,2,2.0
Jm Kemp,2010-03-14,2,2.0
Jm Kemp,2010-03-14,2,2.0
Jm Kemp,2010-03-14,2,2.0
Jm Kemp,2010-03-14,2,2.0
Jm Kemp,2010-03-14,2,2.0
Jm Kemp,2010-03-14,2,2.0
Jm Kemp,2010-03-14,4,2.4
Jm Kemp,2010-03-19,1,2.2
Jm Kemp,2010-03-19,1,2.0
Jm Kemp,2010-03-19,1,1.8
Jm Kemp,2010-03-19,1,1.6
Jm Kemp,2010-03-19,1,1.0
Jm Kemp,2010-03-19,1,1.0
Jm Kemp,2010-03-21,4,1.6
Jm Kemp,2010-03-21,4,2.2
Jm Kemp,2010-04-18,1,2.2
Jm Kemp,2010-04-18,1,2.2
Jm Kemp,2010-04-18,1,2.2
Jm Kemp,2010-04-18,1,1.6
Jm Kemp,2010-04-18,1,1.0
Jm Kemp,2010-04-18,1,1.0
Jo Holder,2013-04-22,0,0.0
Jo Holder,2013-04-22,0,0.0
Jo Holder,2013-04-22,0,0.0
Jo Holder,2013-04-22,0,0.0
Jo Holder,2013-04-22,0,0.0
Jo Holder,2013-04-22,0,0.0
Jo Holder,2013-04-22,0,0.0
Jo Holder,2013-04-22,0,0.0
Jo Holder,2013-04-22,0,0.0
Jo Holder,2013-04-22,0,0.0
Jo Holder,2013-04-22,0,0.0
Jo Holder,2013-04-22,0,0.0
Jo Holder,2013-04-22,1,0.2
Jo Holder,2013-04-22,1,0.4
Jo Holder,2013-04-22,1,0.6
Jo Holder,2013-04-22,1,0.8
Jo Holder,2013-04-22,1,1.0
Jo Holder,2013-04-22,1,1.0
Jo Holder,2013-04-22,1,1.0
Jo Holder,2013-04-22,2,1.2
Jo Holder,2013-04-22,2,1.4
Jo Holder,2013-04-22,2,1.6
Jo Holder,2013-04-22,2,1.8
Jo Holder,2013-04-22,2,2.0
Jo Holder,2013-04-22,2,2.0
Jo Holder,2013-04-22,2,2.0
Jo Holder,2013-04-25,1,1.8
Jo Holder,2013-04-25,1,1.6
Jo Holder,2013-04-25,1,1.4
Jo Holder,2013-04-25,1,1.2
Jo Holder,2013-04-25,1,1.0
Jo Holder,2013-04-25,1,1.0
Jo Holder,2013-04-25,1,1.0
Jo Holder,2013-04-25,2,1.2
Jo Holder,2013-04-25,2,1.4
Jo Holder,2013-04-25,2,1.6
Jo Holder,2013-04-25,2,1.8
Jo Holder,2013-04-25,2,2.0
Jo Holder,2013-04-25,2,2.0
Jo Holder,2013-04-25,2,2.0
Jo Holder,2013-04-25,3,2.2
Jo Holder,2013-04-25,3,2.4
Jo Holder,2013-04-25,3,2.6
Jo Holder,2013-04-25,3,2.8
Jo Holder,2013-04-25,3,3.0
Jo Holder,2013-04-25,3,3.0
Jo Holder,2013-04-25,4,3.2
Jo Holder,2013-04-25,4,3.4
Jo Holder,2013-04-25,4,3.6
Jo Holder,2013-04-25,4,3.8
Jo Holder,2013-04-25,4,4.0
Jo Holder,2013-04-25,4,4.0
Jo Holder,2013-05-18,0,3.2
Jo Holder,2013-05-18,0,2.4
Jo Holder,2013-05-18,0,1.6
Jo Holder,2013-05-18,0,0.8
Jo Holder,2013-05-18,0,0.0
Jo Holder,2013-05-18,0,0.0
Jo Holder,2016-04-30,2,0.4
Jo Holder,2016-04-30,2,0.8
Jo Holder,2016-04-30,2,1.2
Jo Holder,2016-04-30,2,1.6
Jo Holder,2016-04-30,2,2.0
Jo Holder,2016-04-30,2,2.0
Jo Holder,2016-04-30,2,2.0
Jo Holder,2016-04-30,2,2.0
Jo Holder,2016-04-30,2,2.0
Jo Holder,2016-04-30,2,2.0
Jo Holder,2016-04-30,2,2.0
Jo Holder,2016-04-30,2,2.0
Jo Holder,2016-04-30,2,2.0
Jo Holder,2016-04-30,3,2.2
Jo Holder,2016-04-30,3,2.4
Jo Holder,2016-04-30,3,2.6
Jo Holder,2016-04-30,3,2.8
Jo Holder,2016-04-30,3,3.0
Jo Holder,2016-04-30,3,3.0
Jo Holder,2016-04-30,3,3.0
Jo Holder,2016-04-30,3,3.0
Jo Holder,2016-04-30,3,3.0
Jo Holder,2016-04-30,3,3.0
Jo Holder,2016-04-30,3,3.0
Jo Holder,2016-04-30,3,3.0
Jo Holder,2016-05-25,1,2.6
Jo Holder,2016-05-25,1,2.2
Jo Holder,2016-05-25,1,1.8
Jo Holder,2016-05-25,1,1.4
Jo Holder,2016-05-25,1,1.0
Jo Holder,2016-05-25,1,1.0
Jo Holder,2016-05-25,1,1.0
Jo Holder,2016-05-25,1,1.0
Jo Holder,2016-05-25,1,1.0
Jo Holder,2016-05-25,1,1.0
Jo Holder,2016-05-25,1,1.0
Jo Holder,2016-05-25,1,1.0
Jo Holder,2016-05-25,3,1.4
Jo Holder,2016-05-25,3,1.8
Jo Holder,2016-05-25,3,2.2
Jo Holder,2016-05-25,3,2.6
Jo Holder,2016-05-25,4,3.2
Jo Holder,2016-05-25,4,3.4
Jo Holder,2016-05-25,5,3.8
Jo Holder,2016-05-25,5,4.2
Jo Holder,2016-05-25,5,4.6
Jo Holder,2016-05-25,6,5.0
Jo Holder,2016-05-25,6,5.4
Jo Holder,2016-05-25,6,5.6
Jo Holder,2016-05-25,7,6.0
Jo Holder,2016-05-25,7,6.4
Joginder Sharma,2008-04-26,4,4.0
Joginder Sharma,2008-04-26,4,4.0
Joginder Sharma,2008-04-26,5,4.333333333333333
Joginder Sharma,2008-04-26,5,4.5
Joginder Sharma,2008-04-26,5,4.6
Joginder Sharma,2008-04-26,5,4.8
Joginder Sharma,2008-04-26,5,5.0
Joginder Sharma,2008-04-26,5,5.0
Joginder Sharma,2008-04-26,5,5.0
Joginder Sharma,2008-04-26,5,5.0
Joginder Sharma,2008-04-26,5,5.0
Joginder Sharma,2008-04-26,5,5.0
Joginder Sharma,2008-04-26,6,5.2
Joginder Sharma,2008-04-26,6,5.4
Joginder Sharma,2008-04-26,6,5.6
Joginder Sharma,2008-04-26,6,5.8
Joginder Sharma,2008-04-26,6,6.0
Joginder Sharma,2008-04-26,6,6.0
Joginder Sharma,2008-04-26,6,6.0
Joginder Sharma,2008-04-26,8,6.4
Joginder Sharma,2008-04-26,8,6.8
Joginder Sharma,2008-04-26,8,7.2
Joginder Sharma,2008-04-26,8,7.6
Joginder Sharma,2008-04-26,8,8.0
Joginder Sharma,2008-04-26,9,8.2
Joginder Sharma,2008-04-26,9,8.4
Joginder Sharma,2009-04-18,1,7.0
Joginder Sharma,2009-04-18,1,5.6
Joginder Sharma,2009-04-18,1,4.2
Joginder Sharma,2009-04-18,1,2.6
Joginder Sharma,2009-04-18,1,1.0
Joginder Sharma,2009-04-18,1,1.0
Joginder Sharma,2009-04-18,1,1.0
Joginder Sharma,2009-04-18,1,1.0
Joginder Sharma,2009-04-18,1,1.0
Joginder Sharma,2009-04-18,1,1.0
Joginder Sharma,2009-04-18,1,1.0
Joginder Sharma,2009-04-18,1,1.0
Joginder Sharma,2009-04-18,2,1.2
Joginder Sharma,2009-04-18,2,1.4
Joginder Sharma,2009-04-18,2,1.6
Joginder Sharma,2009-04-18,2,1.8
Joginder Sharma,2009-04-18,2,2.0
Joginder Sharma,2009-04-18,2,2.0
Joginder Sharma,2009-04-18,3,2.2
Joginder Sharma,2009-04-18,3,2.4
Joginder Sharma,2009-04-18,4,2.8
Joginder Sharma,2009-04-18,4,3.2
Joginder Sharma,2009-04-18,4,3.6
Joginder Sharma,2009-04-18,4,3.8
Joginder Sharma,2009-04-23,2,3.6
Joginder Sharma,2009-04-23,2,3.2
Joginder Sharma,2009-04-23,2,2.8
Joginder Sharma,2009-04-23,2,2.4
Joginder Sharma,2009-04-23,2,2.0
Joginder Sharma,2009-04-23,2,2.0
Joginder Sharma,2010-03-19,0,1.6
Joginder Sharma,2010-03-19,0,1.2
Joginder Sharma,2010-03-19,0,0.8
Joginder Sharma,2010-03-19,0,0.4
Joginder Sharma,2010-03-19,0,0.0
Joginder Sharma,2010-03-19,0,0.0
Joginder Sharma,2010-03-19,1,0.2
Joginder Sharma,2010-03-19,1,0.4
Joginder Sharma,2010-03-19,1,0.6
Joginder Sharma,2010-03-19,1,0.8
Joginder Sharma,2010-03-19,1,1.0
Joginder Sharma,2010-03-19,1,1.0
Joginder Sharma,2010-03-19,1,1.0
Joginder Sharma,2010-03-19,4,1.6
Joginder Sharma,2010-03-19,5,2.4
Joginder Sharma,2010-03-19,5,3.2
Joginder Sharma,2010-03-19,5,4.0
Joginder Sharma,2010-03-19,5,4.8
Joginder Sharma,2010-03-19,5,5.0
Joginder Sharma,2010-03-19,5,5.0
Joginder Sharma,2010-03-19,5,5.0
Joginder Sharma,2010-03-19,5,5.0
Joginder Sharma,2010-03-19,5,5.0
Joginder Sharma,2010-03-19,5,5.0
Joginder Sharma,2010-03-19,5,5.0
Joginder Sharma,2010-03-28,1,4.2
Joginder Sharma,2010-03-28,1,3.4
Joginder Sharma,2010-03-28,1,2.6
Joginder Sharma,2010-03-28,1,1.8
Joginder Sharma,2010-03-28,1,1.0
Joginder Sharma,2010-03-28,1,1.0
Joginder Sharma,2010-03-28,1,1.0
Joginder Sharma,2010-03-28,1,1.0
Joginder Sharma,2010-03-28,1,1.0
Joginder Sharma,2010-03-28,1,1.0
Joginder Sharma,2010-03-28,1,1.0
Joginder Sharma,2010-03-28,1,1.0
Joginder Sharma,2011-04-22,2,1.2
Joginder Sharma,2011-04-22,2,1.4
Joginder Sharma,2011-04-22,2,1.6
Joginder Sharma,2011-04-22,2,1.8
Joginder Sharma,2011-04-22,2,2.0
Joginder Sharma,2011-04-22,2,2.0
Joginder Sharma,2011-04-22,2,2.0
Joginder Sharma,2011-04-22,2,2.0
Joginder Sharma,2011-04-22,2,2.0
Joginder Sharma,2011-04-22,2,2.0
Joginder Sharma,2011-04-22,2,2.0
Joginder Sharma,2011-04-22,2,2.0
Joginder Sharma,2011-04-22,2,2.0
Joginder Sharma,2011-04-22,2,2.0
Joginder Sharma,2011-04-22,3,2.2
Joginder Sharma,2011-04-22,3,2.4
Joginder Sharma,2011-04-22,3,2.6
Joginder Sharma,2011-04-22,3,2.8
Joginder Sharma,2011-04-22,3,3.0
Joginder Sharma,2011-04-22,3,3.0
Jp Duminy,2009-04-29,2,2.0
Jp Duminy,2009-04-29,2,2.0
Jp Duminy,2009-04-29,2,2.0
Jp Duminy,2009-04-29,2,2.0
Jp Duminy,2009-04-29,2,2.0
Jp Duminy,2009-04-29,2,2.0
Jp Duminy,2009-04-29,2,2.0
Jp Duminy,2009-04-29,2,2.0
Jp Duminy,2009-04-29,3,2.2
Jp Duminy,2009-04-29,3,2.4
Jp Duminy,2009-04-29,3,2.6
Jp Duminy,2009-04-29,3,2.8
Jp Duminy,2009-04-29,4,3.2
Jp Duminy,2009-04-29,4,3.4
Jp Duminy,2009-04-29,4,3.6
Jp Duminy,2009-04-29,4,3.8
Jp Duminy,2009-04-29,4,4.0
Jp Duminy,2009-04-29,4,4.0
Jp Duminy,2009-04-29,4,4.0
Jp Duminy,2009-05-12,3,3.8
Jp Duminy,2009-05-12,3,3.6
Jp Duminy,2009-05-12,3,3.4
Jp Duminy,2009-05-12,3,3.2
Jp Duminy,2009-05-12,3,3.0
Jp Duminy,2009-05-12,3,3.0
Jp Duminy,2009-05-12,5,3.4
Jp Duminy,2009-05-12,5,3.8
Jp Duminy,2009-05-12,5,4.2
Jp Duminy,2009-05-12,6,4.8
Jp Duminy,2009-05-12,6,5.4
Jp Duminy,2009-05-12,6,5.6
Jp Duminy,2009-05-12,6,5.8
Jp Duminy,2009-05-12,6,6.0
Jp Duminy,2009-05-12,6,6.0
Jp Duminy,2009-05-12,6,6.0
Jp Duminy,2009-05-12,6,6.0
Jp Duminy,2009-05-12,6,6.0
Jp Duminy,2009-05-12,7,6.2
Jp Duminy,2009-05-12,7,6.4
Jp Duminy,2009-05-12,7,6.6
Jp Duminy,2009-05-12,7,6.8
Jp Duminy,2009-05-12,7,7.0
Jp Duminy,2009-05-12,7,7.0
Jp Duminy,2009-05-14,0,5.6
Jp Duminy,2009-05-14,0,4.2
Jp Duminy,2009-05-14,0,2.8
Jp Duminy,2009-05-14,0,1.4
Jp Duminy,2009-05-14,0,0.0
Jp Duminy,2009-05-14,0,0.0
Jp Duminy,2009-05-14,2,0.4
Jp Duminy,2009-05-14,2,0.8
Jp Duminy,2009-05-14,2,1.2
Jp Duminy,2009-05-14,2,1.6
Jp Duminy,2009-05-14,2,2.0
Jp Duminy,2009-05-14,2,2.0
Jp Duminy,2009-05-14,2,2.0
Jp Duminy,2009-05-14,2,2.0
Jp Duminy,2009-05-14,2,2.0
Jp Duminy,2009-05-14,2,2.0
Jp Duminy,2009-05-14,2,2.0
Jp Duminy,2009-05-14,2,2.0
Jp Duminy,2011-04-11,1,1.8
Jp Duminy,2011-04-11,1,1.6
Jp Duminy,2011-04-11,2,1.6
Jp Duminy,2011-04-11,2,1.6
Jp Duminy,2011-04-11,2,1.6
Jp Duminy,2011-04-11,2,1.8
Jp Duminy,2011-04-11,2,2.0
Jp Duminy,2011-04-11,2,2.0
Jp Duminy,2011-04-11,2,2.0
Jp Duminy,2011-04-11,2,2.0
Jp Duminy,2011-04-11,2,2.0
Jp Duminy,2011-04-11,2,2.0
Jp Duminy,2011-05-01,0,1.6
Jp Duminy,2011-05-01,0,1.2
Jp Duminy,2011-05-01,0,0.8
Jp Duminy,2011-05-01,0,0.4
Jp Duminy,2011-05-01,0,0.0
Jp Duminy,2011-05-01,0,0.0
Jp Duminy,2011-05-01,0,0.0
Jp Duminy,2011-05-01,1,0.2
Jp Duminy,2011-05-01,1,0.4
Jp Duminy,2011-05-01,1,0.6
Jp Duminy,2011-05-01,1,0.8
Jp Duminy,2011-05-01,1,1.0
Jp Duminy,2011-05-01,1,1.0
Jp Duminy,2011-05-01,1,1.0
Jp Duminy,2011-05-01,1,1.0
Jp Duminy,2011-05-01,1,1.0
Jp Duminy,2011-05-01,1,1.0
Jp Duminy,2011-05-01,1,1.0
Jp Duminy,2011-05-01,1,1.0
Jp Duminy,2011-05-16,0,0.8
Jp Duminy,2011-05-16,0,0.6
Jp Duminy,2011-05-16,0,0.4
Jp Duminy,2011-05-16,0,0.2
Jp Duminy,2011-05-16,0,0.0
Jp Duminy,2011-05-16,0,0.0
Jp Duminy,2011-05-16,6,1.2
Jp Duminy,2011-05-16,6,2.4
Jp Duminy,2011-05-16,6,3.6
Jp Duminy,2011-05-16,6,4.8
Jp Duminy,2011-05-16,6,6.0
Jp Duminy,2011-05-16,6,6.0
Jp Duminy,2012-05-18,0,4.8
Jp Duminy,2012-05-18,0,3.6
Jp Duminy,2012-05-18,0,2.4
Jp Duminy,2012-05-18,0,1.2
Jp Duminy,2012-05-18,0,0.0
Jp Duminy,2012-05-18,0,0.0
Jp Duminy,2012-05-18,4,0.8
Jp Duminy,2012-05-18,4,1.6
Jp Duminy,2012-05-18,4,2.4
Jp Duminy,2012-05-18,4,3.2
Jp Duminy,2012-05-18,4,4.0
Jp Duminy,2012-05-18,4,4.0
Jp Duminy,2012-05-18,4,4.0
Jp Duminy,2014-04-19,3,3.8
Jp Duminy,2014-04-19,3,3.6
Jp Duminy,2014-04-19,3,3.4
Jp Duminy,2014-04-19,3,3.2
Jp Duminy,2014-04-19,3,3.0
Jp Duminy,2014-04-19,3,3.0
Jp Duminy,2014-04-19,3,3.0
Jp Duminy,2014-04-19,3,3.0
Jp Duminy,2014-04-19,3,3.0
Jp Duminy,2014-04-19,3,3.0
Jp Duminy,2014-04-19,3,3.0
Jp Duminy,2014-04-19,3,3.0
Jp Duminy,2014-04-19,3,3.0
Jp Duminy,2014-04-19,3,3.0
Jp Duminy,2014-04-19,3,3.0
Jp Duminy,2014-04-19,3,3.0
Jp Duminy,2014-04-19,3,3.0
Jp Duminy,2014-04-19,3,3.0
Jp Duminy,2014-04-21,0,2.4
Jp Duminy,2014-04-21,0,1.8
Jp Duminy,2014-04-21,0,1.2
Jp Duminy,2014-04-21,0,0.6
Jp Duminy,2014-04-21,0,0.0
Jp Duminy,2014-04-21,0,0.0
Jp Duminy,2014-04-21,0,0.0
Jp Duminy,2014-04-21,1,0.2
Jp Duminy,2014-04-21,1,0.4
Jp Duminy,2014-04-21,1,0.6
Jp Duminy,2014-04-21,1,0.8
Jp Duminy,2014-04-21,1,1.0
Jp Duminy,2014-04-21,1,1.0
Jp Duminy,2014-04-21,1,1.0
Jp Duminy,2014-04-21,1,1.0
Jp Duminy,2014-04-21,1,1.0
Jp Duminy,2014-04-21,1,1.0
Jp Duminy,2014-04-21,1,1.0
Jp Duminy,2014-04-21,1,1.0
Jp Duminy,2014-04-21,2,1.2
Jp Duminy,2014-04-21,2,1.4
Jp Duminy,2014-04-21,2,1.6
Jp Duminy,2014-04-21,2,1.8
Jp Duminy,2014-04-21,2,2.0
Jp Duminy,2014-04-21,2,2.0
Jp Duminy,2014-04-25,1,1.8
Jp Duminy,2014-04-25,1,1.6
Jp Duminy,2014-04-25,1,1.4
Jp Duminy,2014-04-25,1,1.2
Jp Duminy,2014-04-25,1,1.0
Jp Duminy,2014-04-25,1,1.0
Jp Duminy,2014-04-25,1,1.0
Jp Duminy,2014-04-25,1,1.0
Jp Duminy,2014-04-25,1,1.0
Jp Duminy,2014-04-25,1,1.0
Jp Duminy,2014-04-25,1,1.0
Jp Duminy,2014-04-25,1,1.0
Jp Duminy,2014-04-27,1,1.0
Jp Duminy,2014-04-27,1,1.0
Jp Duminy,2014-04-27,1,1.0
Jp Duminy,2014-04-27,1,1.0
Jp Duminy,2014-04-27,1,1.0
Jp Duminy,2014-04-27,1,1.0
Jp Duminy,2014-04-27,2,1.2
Jp Duminy,2014-04-27,2,1.4
Jp Duminy,2014-04-27,2,1.6
Jp Duminy,2014-04-27,2,1.8
Jp Duminy,2014-04-27,2,2.0
Jp Duminy,2014-04-27,2,2.0
Jp Duminy,2014-04-27,3,2.2
Jp Duminy,2014-04-27,3,2.4
Jp Duminy,2014-04-27,3,2.6
Jp Duminy,2014-04-27,3,2.8
Jp Duminy,2014-04-27,3,3.0
Jp Duminy,2014-04-27,3,3.0
Jp Duminy,2014-05-13,0,2.4
Jp Duminy,2014-05-13,0,1.8
Jp Duminy,2014-05-13,0,1.2
Jp Duminy,2014-05-13,0,0.6
Jp Duminy,2014-05-13,0,0.0
Jp Duminy,2014-05-13,0,0.0
Jp Duminy,2014-05-13,0,0.0
Jp Duminy,2014-05-13,0,0.0
Jp Duminy,2014-05-13,0,0.0
Jp Duminy,2014-05-13,0,0.0
Jp Duminy,2014-05-13,0,0.0
Jp Duminy,2014-05-13,0,0.0
Jp Duminy,2014-05-13,1,0.2
Jp Duminy,2014-05-13,1,0.4
Jp Duminy,2014-05-13,1,0.6
Jp Duminy,2014-05-13,1,0.8
Jp Duminy,2014-05-13,1,1.0
Jp Duminy,2014-05-13,1,1.0
Jp Duminy,2014-05-13,2,1.2
Jp Duminy,2014-05-13,2,1.4
Jp Duminy,2014-05-13,2,1.6
Jp Duminy,2014-05-13,2,1.8
Jp Duminy,2014-05-13,2,2.0
Jp Duminy,2014-05-13,2,2.0
Jp Duminy,2014-05-15,0,1.6
Jp Duminy,2014-05-15,0,1.2
Jp Duminy,2014-05-15,0,0.8
Jp Duminy,2014-05-15,0,0.4
Jp Duminy,2014-05-15,0,0.0
