bowler,date,wickets,rolling_avg_wickets
A Kumble,2010-03-25,3,3.0
A Kumble,2010-03-25,3,3.0
A Kumble,2010-03-25,3,3.0
A Kumble,2010-04-02,1,2.6
A Kumble,2010-04-02,1,2.2
A Kumble,2010-04-02,1,1.8
A Kumble,2010-04-02,1,1.4
A Kumble,2010-04-02,1,1.0
A Kumble,2010-04-02,1,1.0
A Kumble,2010-04-02,1,1.0
A Kumble,2010-04-02,1,1.0
A Kumble,2010-04-02,1,1.0
A Kumble,2010-04-02,1,1.0
A Kumble,2010-04-02,1,1.0
A Kumble,2010-04-02,2,1.2
A Kumble,2010-04-02,3,1.6
A Kumble,2010-04-02,3,2.0
A Kumble,2010-04-02,3,2.4
A Kumble,2010-04-02,3,2.8
A Kumble,2010-04-02,3,3.0
A Kumble,2010-04-02,3,3.0
A Kumble,2010-04-02,3,3.0
A Kumble,2010-04-02,3,3.0
A Kumble,2010-04-02,3,3.0
A Kumble,2010-04-02,3,3.0
A Kumble,2010-04-02,3,3.0
A Kumble,2010-04-02,3,3.0
A Kumble,2010-04-02,3,3.0
A Kumble,2010-04-04,0,2.4
A Kumble,2010-04-04,0,1.8
A Kumble,2010-04-04,0,1.2
A Kumble,2010-04-04,0,0.6
A Kumble,2010-04-04,0,0.0
A Kumble,2010-04-04,0,0.0
A Kumble,2010-04-04,0,0.0
A Kumble,2010-04-04,0,0.0
A Kumble,2010-04-04,0,0.0
A Kumble,2010-04-04,0,0.0
A Kumble,2010-04-04,0,0.0
A Kumble,2010-04-04,0,0.0
A Kumble,2010-04-04,2,0.4
A Kumble,2010-04-04,2,0.8
A Kumble,2010-04-04,2,1.2
A Kumble,2010-04-04,3,1.8
A Kumble,2010-04-04,3,2.4
A Kumble,2010-04-04,3,2.6
A Kumble,2010-04-04,5,3.2
A Kumble,2010-04-04,5,3.8
A Kumble,2010-04-04,5,4.2
A Kumble,2010-04-04,5,4.6
A Kumble,2010-04-04,5,5.0
A Kumble,2010-04-04,5,5.0
A Kumble,2010-04-10,1,4.2
A Kumble,2010-04-10,1,3.4
A Kumble,2010-04-10,1,2.6
A Kumble,2010-04-10,1,1.8
A Kumble,2010-04-10,1,1.0
A Kumble,2010-04-10,1,1.0
A Kumble,2010-04-10,1,1.0
A Kumble,2010-04-10,1,1.0
A Kumble,2010-04-10,1,1.0
A Kumble,2010-04-10,1,1.0
A Kumble,2010-04-10,1,1.0
A Kumble,2010-04-10,1,1.0
A Kumble,2010-04-10,1,1.0
A Kumble,2010-04-10,4,1.6
A Kumble,2010-04-10,4,2.2
A Kumble,2010-04-10,4,2.8
A Kumble,2010-04-10,4,3.4
A Kumble,2010-04-10,4,4.0
A Kumble,2010-04-10,4,4.0
A Kumble,2010-04-10,4,4.0
A Kumble,2010-04-10,4,4.0
A Kumble,2010-04-10,5,4.2
A Kumble,2010-04-10,5,4.4
A Kumble,2010-04-10,5,4.6
A Kumble,2010-04-10,5,4.8
A Kumble,2010-04-12,3,4.6
A Kumble,2010-04-12,3,4.2
A Kumble,2010-04-12,3,3.8
A Kumble,2010-04-12,3,3.4
A Kumble,2010-04-12,3,3.0
A Kumble,2010-04-12,3,3.0
A Kumble,2010-04-12,3,3.0
A Kumble,2010-04-12,3,3.0
A Kumble,2010-04-12,3,3.0
A Kumble,2010-04-12,3,3.0
A Kumble,2010-04-12,3,3.0
A Kumble,2010-04-12,3,3.0
A Kumble,2010-04-12,3,3.0
A Kumble,2010-04-12,4,3.2
A Kumble,2010-04-12,4,3.4
A Kumble,2010-04-12,4,3.6
A Kumble,2010-04-12,4,3.8
A Kumble,2010-04-12,4,4.0
A Kumble,2010-04-12,4,4.0
A Kumble,2010-04-12,4,4.0
A Kumble,2010-04-12,4,4.0
A Kumble,2010-04-12,5,4.2
A Kumble,2010-04-12,5,4.4
A Kumble,2010-04-12,5,4.6
A Kumble,2010-04-12,5,4.8
A Kumble,2010-04-14,0,4.0
A Kumble,2010-04-14,0,3.0
A Kumble,2010-04-14,0,2.0
A Kumble,2010-04-14,0,1.0
A Kumble,2010-04-14,0,0.0
A Kumble,2010-04-14,0,0.0
A Kumble,2010-04-14,3,0.6
A Kumble,2010-04-14,3,1.2
A Kumble,2010-04-14,3,1.8
A Kumble,2010-04-14,3,2.4
A Kumble,2010-04-14,3,3.0
A Kumble,2010-04-14,3,3.0
A Kumble,2010-04-14,3,3.0
A Kumble,2010-04-14,3,3.0
A Kumble,2010-04-14,3,3.0
A Kumble,2010-04-14,3,3.0
A Kumble,2010-04-14,3,3.0
A Kumble,2010-04-14,3,3.0
A Kumble,2010-04-14,3,3.0
A Kumble,2010-04-14,6,3.6
A Kumble,2010-04-14,6,4.2
A Kumble,2010-04-14,6,4.8
A Kumble,2010-04-14,6,5.4
A Kumble,2010-04-14,6,6.0
A Kumble,2010-04-14,6,6.0
A Kumble,2010-04-17,1,5.0
A Kumble,2010-04-17,1,4.0
A Kumble,2010-04-17,1,3.0
A Kumble,2010-04-17,1,2.0
A Kumble,2010-04-17,1,1.0
A Kumble,2010-04-17,1,1.0
A Kumble,2010-04-17,1,1.0
A Kumble,2010-04-17,1,1.0
A Kumble,2010-04-17,1,1.0
A Kumble,2010-04-17,1,1.0
A Kumble,2010-04-17,1,1.0
A Kumble,2010-04-17,1,1.0
A Kumble,2010-04-17,2,1.2
A Kumble,2010-04-17,2,1.4
A Kumble,2010-04-17,2,1.6
A Kumble,2010-04-17,2,1.8
A Kumble,2010-04-17,2,2.0
A Kumble,2010-04-17,2,2.0
A Kumble,2010-04-17,2,2.0
A Kumble,2010-04-17,3,2.2
A Kumble,2010-04-17,3,2.4
A Kumble,2010-04-17,3,2.6
A Kumble,2010-04-17,3,2.8
A Kumble,2010-04-17,3,3.0
A Kumble,2010-04-17,3,3.0
A Kumble,2010-04-21,2,2.8
A Kumble,2010-04-21,2,2.6
A Kumble,2010-04-21,2,2.4
A Kumble,2010-04-21,2,2.2
A Kumble,2010-04-21,2,2.0
A Kumble,2010-04-21,2,2.0
A Kumble,2010-04-21,3,2.2
A Kumble,2010-04-21,3,2.4
A Kumble,2010-04-21,4,2.8
A Kumble,2010-04-21,4,3.2
A Kumble,2010-04-21,4,3.6
A Kumble,2010-04-21,4,3.8
A Kumble,2010-04-21,4,4.0
A Kumble,2010-04-21,4,4.0
A Kumble,2010-04-21,4,4.0
A Kumble,2010-04-21,4,4.0
A Kumble,2010-04-21,4,4.0
A Kumble,2010-04-21,4,4.0
A Kumble,2010-04-21,4,4.0
A Kumble,2010-04-21,4,4.0
A Kumble,2010-04-21,4,4.0
A Kumble,2010-04-21,4,4.0
A Kumble,2010-04-21,4,4.0
A Kumble,2010-04-21,4,4.0
A Kumble,2010-04-21,4,4.0
A Kumble,2010-04-21,4,4.0
A Kumble,2010-04-24,0,3.2
A Kumble,2010-04-24,0,2.4
A Kumble,2010-04-24,0,1.6
A Kumble,2010-04-24,1,1.0
A Kumble,2010-04-24,1,0.4
A Kumble,2010-04-24,1,0.6
A Kumble,2010-04-24,4,1.4
A Kumble,2010-04-24,5,2.4
A Kumble,2010-04-24,5,3.2
A Kumble,2010-04-24,5,4.0
A Kumble,2010-04-24,5,4.8
A Kumble,2010-04-24,5,5.0
A Kumble,2010-04-24,5,5.0
A Kumble,2010-04-24,5,5.0
A Kumble,2010-04-24,5,5.0
A Kumble,2010-04-24,5,5.0
A Kumble,2010-04-24,5,5.0
A Kumble,2010-04-24,5,5.0
A Kumble,2010-04-24,9,5.8
A Kumble,2010-04-24,9,6.6
A Kumble,2010-04-24,10,7.6
A Mishra,2008-05-13,2,2.0
A Mishra,2008-05-13,2,2.0
A Mishra,2008-05-13,2,2.0
A Mishra,2008-05-13,2,2.0
A Mishra,2008-05-13,2,2.0
A Mishra,2008-05-13,2,2.0
A Mishra,2008-05-13,2,2.0
A Mishra,2008-05-13,2,2.0
A Mishra,2008-05-13,2,2.0
A Mishra,2008-05-13,2,2.0
A Mishra,2008-05-13,2,2.0
A Mishra,2008-05-13,2,2.0
A Mishra,2008-05-13,3,2.2
A Mishra,2008-05-13,3,2.4
A Mishra,2008-05-13,3,2.6
A Mishra,2008-05-13,3,2.8
A Mishra,2008-05-13,3,3.0
A Mishra,2008-05-13,3,3.0
A Mishra,2008-05-24,1,2.6
A Mishra,2008-05-24,1,2.2
A Mishra,2008-05-24,1,1.8
A Mishra,2008-05-24,1,1.4
A Mishra,2008-05-24,1,1.0
A Mishra,2008-05-24,1,1.0
A Mishra,2008-05-24,1,1.0
A Mishra,2008-05-24,1,1.0
A Mishra,2008-05-24,1,1.0
A Mishra,2008-05-24,1,1.0
A Mishra,2008-05-24,1,1.0
A Mishra,2008-05-24,1,1.0
A Mishra,2008-05-24,2,1.2
A Mishra,2008-05-24,2,1.4
A Mishra,2008-05-24,3,1.8
A Mishra,2008-05-24,3,2.2
A Mishra,2008-05-24,3,2.6
A Mishra,2008-05-24,3,2.8
A Mishra,2008-05-24,4,3.2
A Mishra,2008-05-24,4,3.4
A Mishra,2008-05-24,4,3.6
A Mishra,2008-05-24,4,3.8
A Mishra,2008-05-24,4,4.0
A Mishra,2008-05-24,4,4.0
A Mishra,2008-05-30,3,3.8
A Mishra,2008-05-30,3,3.6
A Mishra,2008-05-30,3,3.4
A Mishra,2008-05-30,3,3.2
A Mishra,2008-05-30,3,3.0
A Mishra,2008-05-30,3,3.0
A Mishra,2008-05-30,3,3.0
A Mishra,2008-05-30,3,3.0
A Mishra,2008-05-30,3,3.0
A Mishra,2008-05-30,3,3.0
A Mishra,2008-05-30,3,3.0
A Mishra,2008-05-30,3,3.0
A Mishra,2008-05-30,3,3.0
A Mishra,2008-05-30,3,3.0
A Mishra,2008-05-30,3,3.0
A Mishra,2008-05-30,3,3.0
A Mishra,2008-05-30,4,3.2
A Mishra,2008-05-30,4,3.4
A Mishra,2008-05-30,4,3.6
A Mishra,2008-05-30,4,3.8
A Mishra,2008-05-30,4,4.0
A Mishra,2008-05-30,4,4.0
A Mishra,2008-05-30,4,4.0
A Mishra,2008-05-30,4,4.0
A Mishra,2008-05-30,5,4.2
A Mishra,2009-04-26,2,3.8
A Mishra,2009-04-26,2,3.4
A Mishra,2009-04-26,2,3.0
A Mishra,2009-04-26,2,2.6
A Mishra,2009-04-26,2,2.0
A Mishra,2009-04-26,2,2.0
A Mishra,2009-04-26,2,2.0
A Mishra,2009-04-26,2,2.0
A Mishra,2009-04-26,2,2.0
A Mishra,2009-04-26,2,2.0
A Mishra,2009-04-26,2,2.0
A Mishra,2009-04-26,2,2.0
A Mishra,2009-04-26,2,2.0
A Mishra,2009-04-26,2,2.0
A Mishra,2009-04-26,3,2.2
A Mishra,2009-04-26,3,2.4
A Mishra,2009-04-26,3,2.6
A Mishra,2009-04-26,3,2.8
A Mishra,2009-04-26,3,3.0
A Mishra,2009-04-26,4,3.2
A Mishra,2009-04-26,4,3.4
A Mishra,2009-04-26,4,3.6
A Mishra,2009-04-26,4,3.8
A Mishra,2009-04-26,4,4.0
A Mishra,2009-04-26,4,4.0
A Mishra,2009-04-26,4,4.0
A Mishra,2009-04-30,2,3.6
A Mishra,2009-04-30,2,3.2
A Mishra,2009-04-30,2,2.8
A Mishra,2009-04-30,2,2.4
A Mishra,2009-04-30,2,2.0
A Mishra,2009-04-30,2,2.0
A Mishra,2009-04-30,2,2.0
A Mishra,2009-04-30,2,2.0
A Mishra,2009-04-30,2,2.0
A Mishra,2009-04-30,2,2.0
A Mishra,2009-04-30,2,2.0
A Mishra,2009-04-30,3,2.2
A Mishra,2009-04-30,4,2.6
A Mishra,2009-04-30,4,3.0
A Mishra,2009-04-30,4,3.4
A Mishra,2009-04-30,4,3.8
A Mishra,2009-04-30,4,4.0
A Mishra,2009-04-30,4,4.0
A Mishra,2009-04-30,4,4.0
A Mishra,2009-04-30,4,4.0
A Mishra,2009-04-30,4,4.0
A Mishra,2009-04-30,4,4.0
A Mishra,2009-04-30,4,4.0
A Mishra,2009-04-30,4,4.0
A Mishra,2009-05-02,2,3.6
A Mishra,2009-05-02,2,3.2
A Mishra,2009-05-02,2,2.8
A Mishra,2009-05-02,2,2.4
A Mishra,2009-05-02,2,2.0
A Mishra,2009-05-02,2,2.0
A Mishra,2009-05-02,2,2.0
A Mishra,2009-05-02,2,2.0
A Mishra,2009-05-02,2,2.0
A Mishra,2009-05-02,2,2.0
A Mishra,2009-05-02,2,2.0
A Mishra,2009-05-02,2,2.0
A Mishra,2009-05-02,3,2.2
A Mishra,2009-05-02,3,2.4
A Mishra,2009-05-02,3,2.6
A Mishra,2009-05-02,3,2.8
A Mishra,2009-05-02,3,3.0
A Mishra,2009-05-02,3,3.0
A Mishra,2009-05-05,0,2.4
A Mishra,2009-05-05,0,1.8
A Mishra,2009-05-05,0,1.2
A Mishra,2009-05-05,0,0.6
A Mishra,2009-05-05,0,0.0
A Mishra,2009-05-05,0,0.0
A Mishra,2009-05-05,0,0.0
A Mishra,2009-05-05,0,0.0
A Mishra,2009-05-05,0,0.0
A Mishra,2009-05-05,0,0.0
A Mishra,2009-05-05,0,0.0
A Mishra,2009-05-05,0,0.0
A Mishra,2009-05-05,1,0.2
A Mishra,2009-05-05,1,0.4
A Mishra,2009-05-05,1,0.6
A Mishra,2009-05-05,1,0.8
A Mishra,2009-05-05,1,1.0
A Mishra,2009-05-05,1,1.0
A Mishra,2009-05-05,2,1.2
A Mishra,2009-05-05,2,1.4
A Mishra,2009-05-05,2,1.6
A Mishra,2009-05-05,2,1.8
A Mishra,2009-05-05,2,2.0
A Mishra,2009-05-05,2,2.0
A Mishra,2009-05-08,3,2.2
A Mishra,2009-05-08,3,2.4
A Mishra,2009-05-08,3,2.6
A Mishra,2009-05-08,3,2.8
A Mishra,2009-05-08,3,3.0
A Mishra,2009-05-08,3,3.0
A Mishra,2009-05-08,4,3.2
A Mishra,2009-05-08,4,3.4
A Mishra,2009-05-08,4,3.6
A Mishra,2009-05-08,4,3.8
A Mishra,2009-05-08,4,4.0
A Mishra,2009-05-08,4,4.0
A Mishra,2009-05-08,4,4.0
A Mishra,2009-05-08,4,4.0
A Mishra,2009-05-08,4,4.0
A Mishra,2009-05-08,4,4.0
A Mishra,2009-05-08,4,4.0
A Mishra,2009-05-08,4,4.0
A Mishra,2009-05-08,4,4.0
A Mishra,2009-05-08,4,4.0
A Mishra,2009-05-08,4,4.0
A Mishra,2009-05-08,4,4.0
A Mishra,2009-05-08,4,4.0
A Mishra,2009-05-08,4,4.0
A Mishra,2009-05-08,4,4.0
A Mishra,2009-05-08,4,4.0
A Mishra,2009-05-10,3,3.8
A Mishra,2009-05-10,3,3.6
A Mishra,2009-05-10,4,3.6
A Mishra,2009-05-10,4,3.6
A Mishra,2009-05-10,4,3.6
A Mishra,2009-05-10,5,4.0
A Mishra,2009-05-10,5,4.4
A Mishra,2009-05-10,5,4.6
A Mishra,2009-05-10,5,4.8
A Mishra,2009-05-10,5,5.0
A Mishra,2009-05-10,5,5.0
A Mishra,2009-05-10,5,5.0
A Mishra,2009-05-10,5,5.0
A Mishra,2009-05-10,6,5.2
A Mishra,2009-05-10,6,5.4
A Mishra,2009-05-10,6,5.6
A Mishra,2009-05-10,6,5.8
A Mishra,2009-05-10,6,6.0
A Mishra,2009-05-10,6,6.0
A Mishra,2009-05-10,6,6.0
A Mishra,2009-05-10,6,6.0
A Mishra,2009-05-10,6,6.0
A Mishra,2009-05-10,6,6.0
A Mishra,2009-05-10,6,6.0
A Mishra,2009-05-10,6,6.0
A Mishra,2009-05-21,3,5.4
A Mishra,2009-05-21,3,4.8
A Mishra,2009-05-21,3,4.2
A Mishra,2009-05-21,3,3.6
A Mishra,2009-05-21,3,3.0
A Mishra,2009-05-21,3,3.0
A Mishra,2009-05-21,3,3.0
A Mishra,2009-05-21,3,3.0
A Mishra,2009-05-21,3,3.0
A Mishra,2009-05-21,3,3.0
A Mishra,2009-05-21,3,3.0
A Mishra,2009-05-21,3,3.0
A Mishra,2009-05-21,3,3.0
A Mishra,2009-05-21,3,3.0
A Mishra,2009-05-21,3,3.0
A Mishra,2009-05-21,3,3.0
A Mishra,2009-05-21,3,3.0
A Mishra,2009-05-21,3,3.0
A Mishra,2009-05-21,3,3.0
A Mishra,2009-05-21,5,3.4
A Mishra,2009-05-21,5,3.8
A Mishra,2009-05-21,5,4.2
A Mishra,2009-05-21,5,4.6
A Mishra,2009-05-21,5,5.0
A Mishra,2009-05-21,5,5.0
A Mishra,2010-03-13,4,4.8
A Mishra,2010-03-13,4,4.6
A Mishra,2010-03-13,4,4.4
A Mishra,2010-03-13,4,4.2
A Mishra,2010-03-13,4,4.0
A Mishra,2010-03-13,4,4.0
A Mishra,2010-03-13,4,4.0
A Mishra,2010-03-13,4,4.0
A Mishra,2010-03-13,4,4.0
A Mishra,2010-03-13,4,4.0
A Mishra,2010-03-13,4,4.0
A Mishra,2010-03-13,4,4.0
A Mishra,2010-03-13,4,4.0
A Mishra,2010-03-13,4,4.0
A Mishra,2010-03-13,4,4.0
A Mishra,2010-03-13,4,4.0
A Mishra,2010-03-13,4,4.0
A Mishra,2010-03-13,4,4.0
A Mishra,2010-03-13,5,4.2
A Mishra,2010-03-13,5,4.4
A Mishra,2010-03-13,5,4.6
A Mishra,2010-03-13,5,4.8
A Mishra,2010-03-13,6,5.2
A Mishra,2010-03-13,6,5.4
A Mishra,2010-03-15,1,4.6
A Mishra,2010-03-15,1,3.8
A Mishra,2010-03-15,1,3.0
A Mishra,2010-03-15,1,2.0
A Mishra,2010-03-15,2,1.2
A Mishra,2010-03-15,2,1.4
A Mishra,2010-03-15,4,2.0
A Mishra,2010-03-15,4,2.6
A Mishra,2010-03-15,4,3.2
A Mishra,2010-03-15,4,3.6
A Mishra,2010-03-15,4,4.0
A Mishra,2010-03-15,4,4.0
A Mishra,2010-03-15,4,4.0
A Mishra,2010-03-15,4,4.0
A Mishra,2010-03-15,4,4.0
A Mishra,2010-03-15,4,4.0
A Mishra,2010-03-15,4,4.0
A Mishra,2010-03-15,4,4.0
A Mishra,2010-03-15,4,4.0
A Mishra,2010-03-15,5,4.2
A Mishra,2010-03-15,5,4.4
A Mishra,2010-03-15,5,4.6
A Mishra,2010-03-15,5,4.8
A Mishra,2010-03-15,5,5.0
A Mishra,2010-03-17,2,4.4
A Mishra,2010-03-17,2,3.8
A Mishra,2010-03-17,2,3.2
A Mishra,2010-03-17,2,2.6
A Mishra,2010-03-17,2,2.0
A Mishra,2010-03-17,2,2.0
A Mishra,2010-03-17,2,2.0
A Mishra,2010-03-17,2,2.0
A Mishra,2010-03-17,2,2.0
A Mishra,2010-03-17,2,2.0
A Mishra,2010-03-17,3,2.2
A Mishra,2010-03-17,3,2.4
A Mishra,2010-03-17,3,2.6
A Mishra,2010-03-17,3,2.8
A Mishra,2010-03-17,3,3.0
A Mishra,2010-03-17,3,3.0
A Mishra,2010-03-17,3,3.0
A Mishra,2010-03-17,3,3.0
A Mishra,2010-03-17,3,3.0
A Mishra,2010-03-17,3,3.0
A Mishra,2010-03-17,3,3.0
A Mishra,2010-03-17,3,3.0
A Mishra,2010-03-17,3,3.0
A Mishra,2010-03-17,3,3.0
A Mishra,2010-03-17,3,3.0
A Mishra,2010-03-21,0,2.4
A Mishra,2010-03-21,0,1.8
A Mishra,2010-03-21,0,1.2
A Mishra,2010-03-21,0,0.6
A Mishra,2010-03-21,1,0.2
A Mishra,2010-03-21,1,0.4
A Mishra,2010-03-21,1,0.6
A Mishra,2010-03-21,1,0.8
A Mishra,2010-03-21,1,1.0
A Mishra,2010-03-21,1,1.0
A Mishra,2010-03-21,1,1.0
A Mishra,2010-03-21,1,1.0
A Mishra,2010-03-21,1,1.0
A Mishra,2010-03-21,2,1.2
A Mishra,2010-03-21,2,1.4
A Mishra,2010-03-21,2,1.6
A Mishra,2010-03-21,2,1.8
A Mishra,2010-03-21,2,2.0
A Mishra,2010-03-21,2,2.0
A Mishra,2010-04-07,0,1.6
A Mishra,2010-04-07,0,1.2
A Mishra,2010-04-07,0,0.8
A Mishra,2010-04-07,0,0.4
A Mishra,2010-04-07,0,0.0
A Mishra,2010-04-07,0,0.0
A Mishra,2010-04-07,0,0.0
A Mishra,2010-04-07,0,0.0
A Mishra,2010-04-07,0,0.0
A Mishra,2010-04-07,0,0.0
A Mishra,2010-04-07,0,0.0
A Mishra,2010-04-07,0,0.0
A Mishra,2010-04-07,0,0.0
A Mishra,2010-04-07,0,0.0
A Mishra,2010-04-07,3,0.6
A Mishra,2010-04-07,3,1.2
A Mishra,2010-04-07,3,1.8
A Mishra,2010-04-07,3,2.4
A Mishra,2010-04-07,3,3.0
A Mishra,2010-04-07,3,3.0
A Mishra,2010-04-07,3,3.0
A Mishra,2010-04-07,3,3.0
A Mishra,2010-04-07,3,3.0
A Mishra,2010-04-07,3,3.0
A Mishra,2010-04-07,3,3.0
A Mishra,2010-04-07,3,3.0
A Mishra,2010-04-13,0,2.4
A Mishra,2010-04-13,0,1.8
A Mishra,2010-04-13,0,1.2
A Mishra,2010-04-13,0,0.6
A Mishra,2010-04-13,0,0.0
A Mishra,2010-04-13,0,0.0
A Mishra,2010-04-13,1,0.2
A Mishra,2010-04-13,1,0.4
A Mishra,2010-04-13,1,0.6
A Mishra,2010-04-13,1,0.8
A Mishra,2010-04-13,1,1.0
A Mishra,2010-04-13,1,1.0
A Mishra,2010-04-13,3,1.4
A Mishra,2010-04-13,3,1.8
A Mishra,2010-04-13,3,2.2
A Mishra,2010-04-13,3,2.6
A Mishra,2010-04-13,3,3.0
A Mishra,2010-04-13,3,3.0
A Mishra,2010-04-15,6,3.6
A Mishra,2010-04-15,6,4.2
A Mishra,2010-04-15,6,4.8
A Mishra,2010-04-15,6,5.4
A Mishra,2010-04-15,6,6.0
A Mishra,2010-04-15,6,6.0
A Mishra,2010-04-15,6,6.0
A Mishra,2010-04-15,6,6.0
A Mishra,2010-04-15,6,6.0
A Mishra,2010-04-15,6,6.0
A Mishra,2010-04-15,6,6.0
A Mishra,2010-04-15,6,6.0
A Mishra,2010-04-15,7,6.2
A Mishra,2010-04-15,7,6.4
A Mishra,2010-04-15,7,6.6
A Mishra,2010-04-15,7,6.8
A Mishra,2010-04-15,7,7.0
A Mishra,2010-04-15,7,7.0
A Mishra,2010-04-15,8,7.2
A Mishra,2010-04-15,8,7.4
A Mishra,2010-04-15,8,7.6
A Mishra,2010-04-15,8,7.8
A Mishra,2010-04-15,8,8.0
A Mishra,2010-04-15,8,8.0
A Mishra,2010-04-15,8,8.0
A Mishra,2010-04-18,2,6.8
A Mishra,2010-04-18,2,5.6
A Mishra,2010-04-18,2,4.4
A Mishra,2010-04-18,2,3.2
A Mishra,2010-04-18,2,2.0
A Mishra,2010-04-18,2,2.0
A Mishra,2010-04-18,3,2.2
A Mishra,2010-04-18,3,2.4
A Mishra,2010-04-18,3,2.6
A Mishra,2010-04-18,3,2.8
A Mishra,2010-04-18,3,3.0
A Mishra,2010-04-18,3,3.0
A Mishra,2010-04-18,4,3.2
A Mishra,2010-04-18,4,3.4
A Mishra,2010-04-18,4,3.6
A Mishra,2010-04-18,4,3.8
A Mishra,2010-04-18,4,4.0
A Mishra,2010-04-18,4,4.0
A Mishra,2010-04-18,4,4.0
A Mishra,2010-04-18,4,4.0
A Mishra,2010-04-18,5,4.2
A Mishra,2010-04-18,5,4.4
A Mishra,2010-04-18,5,4.6
A Mishra,2010-04-18,5,4.8
A Mishra,2011-04-11,0,4.0
A Mishra,2011-04-11,0,3.0
A Mishra,2011-04-11,0,2.0
A Mishra,2011-04-11,0,1.0
A Mishra,2011-04-11,0,0.0
A Mishra,2011-04-11,0,0.0
A Mishra,2011-04-11,0,0.0
A Mishra,2011-04-11,1,0.2
A Mishra,2011-04-11,1,0.4
A Mishra,2011-04-11,1,0.6
A Mishra,2011-04-11,1,0.8
A Mishra,2011-04-11,1,1.0
A Mishra,2011-04-11,2,1.2
A Mishra,2011-04-11,2,1.4
A Mishra,2011-04-11,2,1.6
A Mishra,2011-04-11,2,1.8
A Mishra,2011-04-11,3,2.2
A Mishra,2011-04-11,3,2.4
A Mishra,2011-04-11,3,2.6
A Mishra,2011-04-11,3,2.8
A Mishra,2011-04-11,3,3.0
A Mishra,2011-04-11,3,3.0
A Mishra,2011-04-11,3,3.0
A Mishra,2011-04-11,3,3.0
A Mishra,2011-04-24,0,2.4
A Mishra,2011-04-24,0,1.8
A Mishra,2011-04-24,0,1.2
A Mishra,2011-04-24,0,0.6
A Mishra,2011-04-24,0,0.0
A Mishra,2011-04-24,0,0.0
A Mishra,2011-04-24,1,0.2
A Mishra,2011-04-24,2,0.6
A Mishra,2011-04-24,2,1.0
A Mishra,2011-04-24,3,1.6
A Mishra,2011-04-24,3,2.2
A Mishra,2011-04-24,3,2.6
A Mishra,2011-04-24,4,3.0
A Mishra,2011-04-24,4,3.4
A Mishra,2011-04-24,4,3.6
A Mishra,2011-04-24,4,3.8
A Mishra,2011-04-24,4,4.0
A Mishra,2011-04-24,4,4.0
A Mishra,2011-04-24,4,4.0
A Mishra,2011-04-24,4,4.0
A Mishra,2011-04-24,4,4.0
A Mishra,2011-04-24,4,4.0
A Mishra,2011-04-24,4,4.0
A Mishra,2011-04-24,4,4.0
A Mishra,2011-05-01,1,3.4
A Mishra,2011-05-01,1,2.8
A Mishra,2011-05-01,1,2.2
A Mishra,2011-05-01,1,1.6
A Mishra,2011-05-01,1,1.0
A Mishra,2011-05-01,1,1.0
A Mishra,2011-05-01,1,1.0
A Mishra,2011-05-01,1,1.0
A Mishra,2011-05-01,1,1.0
A Mishra,2011-05-01,1,1.0
A Mishra,2011-05-01,1,1.0
A Mishra,2011-05-01,1,1.0
A Mishra,2011-05-01,2,1.2
A Mishra,2011-05-01,2,1.4
A Mishra,2011-05-01,2,1.6
A Mishra,2011-05-01,2,1.8
A Mishra,2011-05-01,2,2.0
A Mishra,2011-05-01,2,2.0
A Mishra,2011-05-03,1,1.8
A Mishra,2011-05-03,1,1.6
A Mishra,2011-05-03,1,1.4
A Mishra,2011-05-03,1,1.2
A Mishra,2011-05-03,1,1.0
A Mishra,2011-05-03,1,1.0
A Mishra,2011-05-03,2,1.2
A Mishra,2011-05-03,3,1.6
A Mishra,2011-05-03,3,2.0
A Mishra,2011-05-03,3,2.4
A Mishra,2011-05-03,3,2.8
A Mishra,2011-05-03,3,3.0
A Mishra,2011-05-03,3,3.0
A Mishra,2011-05-03,3,3.0
A Mishra,2011-05-03,3,3.0
A Mishra,2011-05-03,3,3.0
A Mishra,2011-05-03,3,3.0
A Mishra,2011-05-03,3,3.0
A Mishra,2011-05-03,3,3.0
A Mishra,2011-05-16,3,3.0
A Mishra,2011-05-16,3,3.0
A Mishra,2011-05-16,3,3.0
A Mishra,2011-05-16,4,3.2
A Mishra,2011-05-16,5,3.6
A Mishra,2011-05-16,5,4.0
A Mishra,2011-05-16,5,4.4
A Mishra,2011-05-16,5,4.8
A Mishra,2011-05-16,5,5.0
A Mishra,2011-05-16,5,5.0
A Mishra,2011-05-16,5,5.0
A Mishra,2011-05-16,5,5.0
A Mishra,2011-05-16,7,5.4
A Mishra,2011-05-16,7,5.8
A Mishra,2011-05-16,7,6.2
A Mishra,2011-05-16,7,6.6
A Mishra,2011-05-16,7,7.0
A Mishra,2011-05-16,7,7.0
A Mishra,2011-05-16,7,7.0
A Mishra,2011-05-16,7,7.0
A Mishra,2011-05-16,7,7.0
A Mishra,2011-05-16,7,7.0
A Mishra,2011-05-16,7,7.0
A Mishra,2011-05-16,7,7.0
A Mishra,2011-05-16,7,7.0
A Mishra,2012-05-04,1,5.8
A Mishra,2012-05-04,1,4.6
A Mishra,2012-05-04,1,3.4
A Mishra,2012-05-04,1,2.2
A Mishra,2012-05-04,1,1.0
A Mishra,2012-05-04,1,1.0
