batsman,date,runs,rolling_avg_runs
Bj Hodge,2009-05-16,115,112.2
Bj Hodge,2009-05-16,117,113.8
Bj Hodge,2009-05-16,117,115.0
Bj Hodge,2010-03-12,1,93.0
Bj Hodge,2010-03-12,6,71.2
Bj Hodge,2010-03-12,15,51.2
Bj Hodge,2010-03-12,19,31.6
Bj Hodge,2010-03-12,20,12.2
Bj Hodge,2010-03-12,21,16.2
Bj Hodge,2010-03-12,22,19.4
Bj Hodge,2010-03-12,23,21.0
Bj Hodge,2010-03-12,29,23.0
Bj Hodge,2010-03-12,30,25.0
Bj Hodge,2010-03-12,31,27.0
Bj Hodge,2010-03-12,31,28.8
Bj Hodge,2011-04-09,97,43.6
Bj Hodge,2011-04-09,98,57.4
Bj Hodge,2011-04-09,100,71.4
Bj Hodge,2011-04-09,105,86.2
Bj Hodge,2011-04-09,105,101.0
Bj Hodge,2011-04-09,106,102.8
Bj Hodge,2011-04-09,108,104.8
Bj Hodge,2011-04-09,110,106.8
Bj Hodge,2011-04-09,111,108.0
Bj Hodge,2011-04-09,111,109.2
Bj Hodge,2011-04-09,112,110.4
Bj Hodge,2011-04-09,117,112.2
Bj Hodge,2011-04-09,118,113.8
Bj Hodge,2011-04-09,119,115.4
Bj Hodge,2011-04-09,124,118.0
Bj Hodge,2011-04-09,126,120.8
Bj Hodge,2011-04-09,127,122.8
Bj Hodge,2011-04-09,132,125.6
Bj Hodge,2011-04-09,133,128.4
Bj Hodge,2011-04-09,137,131.0
Bj Hodge,2011-04-09,139,133.6
Bj Hodge,2011-04-09,140,136.2
Bj Hodge,2011-04-09,147,139.2
Bj Hodge,2011-04-13,13,115.2
Bj Hodge,2011-04-13,22,92.2
Bj Hodge,2011-04-13,24,69.2
Bj Hodge,2011-04-13,24,46.0
Bj Hodge,2011-04-13,24,21.4
Bj Hodge,2011-04-13,25,23.8
Bj Hodge,2011-04-13,40,27.4
Bj Hodge,2011-04-13,42,31.0
Bj Hodge,2011-04-13,46,35.4
Bj Hodge,2011-04-13,46,39.8
Bj Hodge,2011-04-13,48,44.4
Bj Hodge,2011-04-13,48,46.0
Bj Hodge,2011-04-13,49,47.4
Bj Hodge,2011-04-13,51,48.4
Bj Hodge,2011-04-13,52,49.6
Bj Hodge,2011-04-13,53,50.6
Bj Hodge,2011-04-13,53,51.6
Bj Hodge,2011-04-13,53,52.4
Bj Hodge,2011-04-13,57,53.6
Bj Hodge,2011-04-13,66,56.4
Bj Hodge,2011-04-13,74,60.6
Bj Hodge,2011-04-13,80,66.0
Bj Hodge,2011-04-13,81,71.6
Bj Hodge,2011-04-13,83,76.8
Bj Hodge,2011-04-13,83,80.2
Bj Hodge,2011-04-13,83,82.0
Bj Hodge,2011-04-13,84,82.8
Bj Hodge,2011-04-13,86,83.8
Bj Hodge,2011-04-13,96,86.4
Bj Hodge,2011-04-13,97,89.2
Bj Hodge,2011-04-13,98,92.2
Bj Hodge,2011-04-13,98,95.0
Bj Hodge,2011-04-13,99,97.6
Bj Hodge,2011-04-13,100,98.4
Bj Hodge,2011-04-13,111,101.2
Bj Hodge,2011-04-13,112,104.0
Bj Hodge,2011-04-20,52,94.8
Bj Hodge,2011-04-20,53,85.6
Bj Hodge,2011-04-20,55,76.6
Bj Hodge,2011-04-20,55,65.4
Bj Hodge,2011-04-20,55,54.0
Bj Hodge,2011-04-20,55,54.6
Bj Hodge,2011-04-20,55,55.0
Bj Hodge,2011-04-20,55,55.0
Bj Hodge,2011-04-24,29,49.8
Bj Hodge,2011-04-24,29,44.6
Bj Hodge,2011-04-24,29,39.4
Bj Hodge,2011-04-24,29,34.2
Bj Hodge,2011-04-24,29,29.0
Bj Hodge,2011-04-24,31,29.4
Bj Hodge,2011-04-24,32,30.0
Bj Hodge,2011-04-24,33,30.8
Bj Hodge,2011-04-24,38,32.6
Bj Hodge,2011-04-24,39,34.6
Bj Hodge,2011-04-24,40,36.4
Bj Hodge,2011-04-24,40,38.0
Bj Hodge,2011-04-24,40,39.4
Bj Hodge,2011-04-24,42,40.2
Bj Hodge,2011-04-24,42,40.8
Bj Hodge,2011-05-05,98,52.4
Bj Hodge,2011-05-05,99,64.2
Bj Hodge,2011-05-05,100,76.2
Bj Hodge,2011-05-05,101,88.0
Bj Hodge,2011-05-05,110,101.6
Bj Hodge,2011-05-05,114,104.8
Bj Hodge,2011-05-05,118,108.6
Bj Hodge,2011-05-05,120,112.6
Bj Hodge,2011-05-05,121,116.6
Bj Hodge,2011-05-05,122,119.0
Bj Hodge,2011-05-05,123,120.8
Bj Hodge,2011-05-05,125,122.2
Bj Hodge,2011-05-05,133,124.8
Bj Hodge,2011-05-05,134,127.4
Bj Hodge,2011-05-05,141,131.2
Bj Hodge,2011-05-05,145,135.6
Bj Hodge,2011-05-05,151,140.8
Bj Hodge,2011-05-05,155,145.2
Bj Hodge,2011-05-05,156,149.6
Bj Hodge,2011-05-08,73,136.0
Bj Hodge,2011-05-08,74,121.8
Bj Hodge,2011-05-08,75,106.6
Bj Hodge,2011-05-08,76,90.8
Bj Hodge,2011-05-08,76,74.8
Bj Hodge,2011-05-08,77,75.6
Bj Hodge,2011-05-08,79,76.6
Bj Hodge,2011-05-08,81,77.8
Bj Hodge,2011-05-08,81,78.8
Bj Hodge,2011-05-08,81,79.8
Bj Hodge,2011-05-08,82,80.8
Bj Hodge,2011-05-08,89,82.8
Bj Hodge,2011-05-08,89,84.4
Bj Hodge,2011-05-13,122,92.6
Bj Hodge,2011-05-13,122,100.8
Bj Hodge,2011-05-13,123,109.0
Bj Hodge,2011-05-13,126,116.4
Bj Hodge,2011-05-13,129,124.4
Bj Hodge,2011-05-13,129,125.8
Bj Hodge,2012-04-06,88,119.0
Bj Hodge,2012-04-06,89,112.2
Bj Hodge,2012-04-06,93,105.6
Bj Hodge,2012-04-06,94,98.6
Bj Hodge,2012-04-06,95,91.8
Bj Hodge,2012-04-06,101,94.4
Bj Hodge,2012-04-06,107,98.0
Bj Hodge,2012-04-06,108,101.0
Bj Hodge,2012-04-06,118,105.8
Bj Hodge,2012-04-06,119,110.6
Bj Hodge,2012-04-06,121,114.6
Bj Hodge,2012-04-06,132,119.6
Bj Hodge,2012-04-06,133,124.6
Bj Hodge,2012-04-06,140,129.0
Bj Hodge,2012-04-06,162,137.6
Bj Hodge,2012-04-06,162,145.8
Bj Hodge,2012-04-08,61,131.6
Bj Hodge,2012-04-08,62,117.4
Bj Hodge,2012-04-08,64,102.2
Bj Hodge,2012-04-08,66,83.0
Bj Hodge,2012-04-08,66,63.8
Bj Hodge,2012-04-08,67,65.0
Bj Hodge,2012-04-08,73,67.2
Bj Hodge,2012-04-08,74,69.2
Bj Hodge,2012-04-08,75,71.0
Bj Hodge,2012-04-08,79,73.6
Bj Hodge,2012-04-08,82,76.6
Bj Hodge,2012-04-08,85,79.0
Bj Hodge,2012-04-08,86,81.4
Bj Hodge,2012-04-08,94,85.2
Bj Hodge,2012-04-08,98,89.0
Bj Hodge,2012-04-08,98,92.2
Bj Hodge,2012-04-08,104,96.0
Bj Hodge,2012-04-08,104,99.6
Bj Hodge,2012-04-08,105,101.8
Bj Hodge,2012-04-08,105,103.2
Bj Hodge,2012-04-08,109,105.4
Bj Hodge,2012-04-08,113,107.2
Bj Hodge,2012-04-08,114,109.2
Bj Hodge,2012-04-08,116,111.4
Bj Hodge,2012-04-08,116,113.6
Bj Hodge,2012-04-08,117,115.2
Bj Hodge,2012-04-08,120,116.6
Bj Hodge,2012-04-08,121,118.0
Bj Hodge,2012-04-08,125,119.8
Bj Hodge,2012-04-13,108,118.2
Bj Hodge,2012-04-13,109,116.6
Bj Hodge,2012-04-13,110,114.6
Bj Hodge,2012-04-13,110,112.4
Bj Hodge,2012-04-13,111,109.6
Bj Hodge,2012-04-13,113,110.6
Bj Hodge,2012-04-13,116,112.0
Bj Hodge,2012-04-13,118,113.6
Bj Hodge,2012-04-13,129,117.4
Bj Hodge,2012-04-13,130,121.2
Bj Hodge,2012-04-13,131,124.8
Bj Hodge,2012-04-15,184,138.4
Bj Hodge,2012-04-15,194,153.6
Bj Hodge,2012-04-21,142,156.2
Bj Hodge,2012-04-21,143,158.8
Bj Hodge,2012-04-21,143,161.2
Bj Hodge,2012-04-21,145,153.4
Bj Hodge,2012-04-21,146,143.8
Bj Hodge,2012-05-01,91,133.6
Bj Hodge,2012-05-01,93,123.6
Bj Hodge,2012-05-05,119,118.8
Bj Hodge,2012-05-05,120,113.8
Bj Hodge,2012-05-05,122,109.0
Bj Hodge,2012-05-05,124,115.6
Bj Hodge,2012-05-05,126,122.2
Bj Hodge,2012-05-05,129,124.2
Bj Hodge,2012-05-05,131,126.4
Bj Hodge,2012-05-05,135,129.0
Bj Hodge,2012-05-05,137,131.6
Bj Hodge,2012-05-05,141,134.6
Bj Hodge,2012-05-05,145,137.8
Bj Hodge,2012-05-05,146,140.8
Bj Hodge,2012-05-05,150,143.8
Bj Hodge,2012-05-05,151,146.6
Bj Hodge,2012-05-05,157,149.8
Bj Hodge,2012-05-05,159,152.6
Bj Hodge,2012-05-05,159,155.2
Bj Hodge,2012-05-05,161,157.4
Bj Hodge,2012-05-05,162,159.6
Bj Hodge,2012-05-05,166,161.4
Bj Hodge,2012-05-05,172,164.0
Bj Hodge,2012-05-05,176,167.4
Bj Hodge,2012-05-05,176,170.4
Bj Hodge,2012-05-10,41,146.2
Bj Hodge,2012-05-10,42,121.4
Bj Hodge,2012-05-10,49,96.8
Bj Hodge,2012-05-10,50,71.6
Bj Hodge,2012-05-10,66,49.6
Bj Hodge,2012-05-10,66,54.6
Bj Hodge,2012-05-10,67,59.6
Bj Hodge,2012-05-10,68,63.4
Bj Hodge,2012-05-10,70,67.4
Bj Hodge,2012-05-10,73,68.8
Bj Hodge,2012-05-10,76,70.8
Bj Hodge,2012-05-10,77,72.8
Bj Hodge,2012-05-10,77,74.6
Bj Hodge,2012-05-10,78,76.2
Bj Hodge,2012-05-10,79,77.4
Bj Hodge,2012-05-10,81,78.4
Bj Hodge,2012-05-10,85,80.0
Bj Hodge,2012-05-10,87,82.0
Bj Hodge,2012-05-10,89,84.2
Bj Hodge,2012-05-10,90,86.4
Bj Hodge,2012-05-10,90,88.2
Bj Hodge,2012-05-10,91,89.4
Bj Hodge,2012-05-10,93,90.6
Bj Hodge,2012-05-10,94,91.6
Bj Hodge,2012-05-10,96,92.8
Bj Hodge,2012-05-10,102,95.2
Bj Hodge,2012-05-10,103,97.6
Bj Hodge,2012-05-10,109,100.8
Bj Hodge,2012-05-10,115,105.0
Bj Hodge,2012-05-10,115,108.8
Bj Hodge,2012-05-13,123,113.0
Bj Hodge,2012-05-13,125,117.4
Bj Hodge,2012-05-13,126,120.8
Bj Hodge,2012-05-13,128,123.4
Bj Hodge,2012-05-13,129,126.2
Bj Hodge,2012-05-13,130,127.6
Bj Hodge,2012-05-13,133,129.2
Bj Hodge,2012-05-13,136,131.2
Bj Hodge,2012-05-13,137,133.0
Bj Hodge,2012-05-13,143,135.8
Bj Hodge,2012-05-13,145,138.8
Bj Hodge,2012-05-13,146,141.4
Bj Hodge,2012-05-13,156,145.4
Bj Hodge,2012-05-13,156,149.2
Bj Hodge,2012-05-13,156,151.8
Bj Hodge,2013-04-06,144,151.6
Bj Hodge,2013-04-06,144,151.2
Bj Hodge,2013-04-06,145,149.0
Bj Hodge,2013-04-06,150,147.8
Bj Hodge,2013-04-06,160,148.6
Bj Hodge,2013-04-06,161,152.0
Bj Hodge,2013-04-06,161,155.4
Bj Hodge,2013-04-08,67,139.8
Bj Hodge,2013-04-08,67,123.2
Bj Hodge,2013-04-08,67,104.6
Bj Hodge,2013-04-08,67,85.8
Bj Hodge,2013-04-08,67,67.0
Bj Hodge,2013-04-08,68,67.2
Bj Hodge,2013-04-08,69,67.6
Bj Hodge,2013-04-08,70,68.2
Bj Hodge,2013-04-08,73,69.4
Bj Hodge,2013-04-08,77,71.4
Bj Hodge,2013-04-08,78,73.4
Bj Hodge,2013-04-08,84,76.4
Bj Hodge,2013-04-08,85,79.4
Bj Hodge,2013-04-08,94,83.6
Bj Hodge,2013-04-08,99,88.0
Bj Hodge,2013-04-08,100,92.4
Bj Hodge,2013-04-08,101,95.8
Bj Hodge,2013-04-08,102,99.2
Bj Hodge,2013-04-08,104,101.2
Bj Hodge,2013-04-08,106,102.6
Bj Hodge,2013-04-08,106,103.8
Bj Hodge,2013-04-08,107,105.0
Bj Hodge,2013-04-08,114,107.4
Bj Hodge,2013-04-08,114,109.4
Bj Hodge,2013-04-08,121,112.4
Bj Hodge,2013-04-08,122,115.6
Bj Hodge,2013-04-08,136,121.4
Bj Hodge,2013-04-08,137,126.0
Bj Hodge,2013-04-08,140,131.2
Bj Hodge,2013-04-08,143,135.6
Bj Hodge,2013-04-08,144,140.0
Bj Hodge,2013-04-11,86,130.0
Bj Hodge,2013-04-11,87,120.0
Bj Hodge,2013-04-11,89,109.8
Bj Hodge,2013-04-11,89,99.0
Bj Hodge,2013-04-11,90,88.2
Bj Hodge,2013-04-11,92,89.4
Bj Hodge,2013-04-11,93,90.6
Bj Hodge,2013-04-11,106,94.0
Bj Hodge,2013-04-11,107,97.6
Bj Hodge,2013-04-11,111,101.8
Bj Hodge,2013-04-11,119,107.2
Bj Hodge,2013-04-11,121,112.8
Bj Hodge,2013-04-11,122,116.0
Bj Hodge,2013-04-11,126,119.8
Bj Hodge,2013-04-11,128,123.2
Bj Hodge,2013-04-11,130,125.4
Bj Hodge,2013-04-11,134,128.0
Bj Hodge,2013-04-11,135,130.6
Bj Hodge,2013-04-11,144,134.2
Bj Hodge,2013-04-11,145,137.6
Bj Hodge,2013-04-17,128,137.2
Bj Hodge,2013-04-17,131,136.6
Bj Hodge,2013-04-17,132,136.0
Bj Hodge,2013-04-17,133,133.8
Bj Hodge,2013-04-17,140,132.8
Bj Hodge,2013-04-17,141,135.4
Bj Hodge,2013-04-17,142,137.6
Bj Hodge,2013-04-17,144,140.0
Bj Hodge,2013-04-17,145,142.4
Bj Hodge,2013-04-17,147,143.8
Bj Hodge,2013-04-17,149,145.4
Bj Hodge,2013-04-17,154,147.8
Bj Hodge,2013-04-17,157,150.4
Bj Hodge,2013-04-17,158,153.0
Bj Hodge,2013-04-17,166,156.8
Bj Hodge,2013-04-17,167,160.4
Bj Hodge,2013-04-20,66,142.8
Bj Hodge,2013-04-20,67,124.8
Bj Hodge,2013-04-20,68,106.8
Bj Hodge,2013-04-20,69,87.4
Bj Hodge,2013-04-20,71,68.2
Bj Hodge,2013-04-20,72,69.4
Bj Hodge,2013-04-20,73,70.6
Bj Hodge,2013-04-20,74,71.8
Bj Hodge,2013-04-20,75,73.0
Bj Hodge,2013-04-20,80,74.8
Bj Hodge,2013-04-20,80,76.4
Bj Hodge,2013-04-20,81,78.0
Bj Hodge,2013-04-20,82,79.6
Bj Hodge,2013-04-20,84,81.4
Bj Hodge,2013-04-20,91,83.6
Bj Hodge,2013-04-20,105,88.6
Bj Hodge,2013-04-20,105,93.4
Bj Hodge,2013-04-22,160,109.0
Bj Hodge,2013-04-22,170,126.2
Bj Hodge,2013-04-22,175,143.0
Bj Hodge,2013-04-22,178,157.6
Bj Hodge,2013-04-22,182,173.0
Bj Hodge,2013-04-22,183,177.6
Bj Hodge,2013-05-24,87,161.0
Bj Hodge,2013-05-24,88,143.6
Bj Hodge,2013-05-24,91,126.2
Bj Hodge,2013-05-24,94,108.6
Bj Hodge,2013-05-24,96,91.2
Bj Hodge,2013-05-24,101,94.0
Bj Hodge,2013-05-24,102,96.8
Bj Hodge,2013-05-24,102,99.0
Bj Hodge,2013-05-24,103,100.8
Bj Hodge,2013-05-24,109,103.4
Bj Hodge,2013-05-24,110,105.2
Bj Hodge,2013-05-24,112,107.2
Bj Hodge,2013-05-24,118,110.4
Bj Hodge,2013-05-24,125,114.8
Bj Hodge,2013-05-24,138,120.6
Bj Hodge,2013-05-24,143,127.2
Bj Hodge,2013-05-24,147,134.2
Bj Hodge,2013-05-24,149,140.4
Bj Hodge,2013-05-24,160,147.4
Bj Hodge,2013-05-24,165,152.8
Bj Hodge,2013-05-24,165,157.2
Bj Hodge,2014-05-25,136,155.0
Bj Hodge,2014-05-25,139,153.0
Bj Hodge,2014-05-25,141,149.2
Bj Hodge,2014-05-25,142,144.6
Bj Hodge,2014-05-25,143,140.2
Bj Hodge,2014-05-25,143,141.6
Bj Hodge,2014-05-25,160,145.8
Bj Hodge,2014-05-25,161,149.8
Bj Hodge,2014-05-25,162,153.8
Bj Hodge,2014-05-25,164,158.0
Bj Hodge,2014-05-25,167,162.8
Bj Hodge,2014-05-25,175,165.8
Bj Hodge,2014-05-25,177,169.0
Bj Hodge,2014-05-25,183,173.2
Bj Hodge,2014-05-25,184,177.2
Bj Hodge,2014-05-25,189,181.6
Bj Rohrer,2013-04-16,74,74.0
Bj Rohrer,2013-04-16,75,74.5
Bj Rohrer,2013-04-16,76,75.0
Bj Rohrer,2013-04-16,81,76.5
Bj Rohrer,2013-04-16,81,77.4
Bj Rohrer,2013-04-16,81,78.8
Bj Rohrer,2013-04-16,83,80.4
Bj Rohrer,2013-04-16,84,82.0
Bj Rohrer,2013-04-16,84,82.6
Bj Rohrer,2013-04-16,84,83.2
Bj Rohrer,2013-04-16,88,84.6
Bj Rohrer,2013-04-16,89,85.8
Bj Rohrer,2013-04-16,91,87.2
Bj Rohrer,2013-04-16,91,88.6
Bj Rohrer,2013-04-28,68,85.4
Bj Rohrer,2013-04-28,69,81.6
Bj Rohrer,2013-04-28,70,77.8
Bj Rohrer,2013-04-28,72,74.0
Bj Rohrer,2013-04-28,74,70.6
Bj Rohrer,2013-04-28,74,71.8
Bj Rohrer,2013-04-28,78,73.6
Bj Rohrer,2013-04-28,78,75.2
Bj Rohrer,2013-04-28,80,76.8
Bj Rohrer,2013-04-28,82,78.4
Bj Rohrer,2013-04-28,92,82.0
Bj Rohrer,2013-04-28,94,85.2
Bj Rohrer,2013-04-28,95,88.6
Bj Rohrer,2013-04-28,96,91.8
Bj Rohrer,2013-05-07,47,84.8
Bj Rohrer,2013-05-07,47,75.8
Bj Rohrer,2013-05-07,48,66.6
Bj Rohrer,2013-05-07,49,57.4
Bj Rohrer,2013-05-07,50,48.2
Bj Rohrer,2013-05-07,52,49.2
Bj Rohrer,2013-05-07,53,50.4
Bj Rohrer,2013-05-07,53,51.4
Bj Rohrer,2013-05-07,54,52.4
Bj Rohrer,2013-05-07,66,55.6
Bj Rohrer,2013-05-07,70,59.2
Bj Rohrer,2013-05-07,70,62.6
Bj Rohrer,2013-05-07,72,66.4
Bj Rohrer,2013-05-07,78,71.2
Bj Rohrer,2013-05-07,78,73.6
Bj Rohrer,2013-05-07,79,75.4
Bj Rohrer,2013-05-07,84,78.2
Bj Rohrer,2013-05-07,86,81.0
Bj Rohrer,2013-05-07,91,83.6
Bj Rohrer,2013-05-07,91,86.2
Bj Rohrer,2013-05-07,93,89.0
Bj Rohrer,2013-05-07,97,91.6
Bj Rohrer,2013-05-07,101,94.6
Bj Rohrer,2013-05-07,102,96.8
Bj Rohrer,2013-05-07,104,99.4
Bj Rohrer,2013-05-07,106,102.0
Bj Rohrer,2013-05-07,110,104.6
Bj Rohrer,2013-05-07,114,107.2
Bj Rohrer,2013-05-07,115,109.8
Bj Rohrer,2013-05-07,117,112.4
Bj Rohrer,2013-05-07,118,114.8
Bj Rohrer,2013-05-07,128,118.4
Bj Rohrer,2013-05-07,130,121.6
Bj Rohrer,2013-05-07,130,124.6
Bj Rohrer,2013-05-07,134,128.0
Bj Rohrer,2013-05-07,135,131.4
Bj Rohrer,2013-05-07,140,133.8
Bj Rohrer,2013-05-07,142,136.2
Bj Rohrer,2013-05-07,147,139.6
Bj Rohrer,2013-05-07,153,143.4
Bj Rohrer,2013-05-07,154,147.2
Bmaj Mendis,2013-05-04,52,52.0
Bmaj Mendis,2013-05-04,56,54.0
Bmaj Mendis,2013-05-04,57,55.0
Bmaj Mendis,2013-05-04,59,56.0
Bmaj Mendis,2013-05-04,63,57.4
Bmaj Mendis,2013-05-04,64,59.8
Bmaj Mendis,2013-05-04,67,62.0
Bmaj Mendis,2013-05-04,70,64.6
Bmaj Mendis,2013-05-04,70,66.8
Br Dunk,2014-05-06,1,1.0
Br Dunk,2014-05-06,2,1.5
Br Dunk,2014-05-06,3,2.0
Br Dunk,2014-05-06,9,3.75
Br Dunk,2014-05-06,9,4.8
Br Dunk,2014-05-06,13,7.2
Br Dunk,2014-05-06,14,9.6
Br Dunk,2014-05-06,19,12.8
Br Dunk,2014-05-06,22,15.4
Br Dunk,2014-05-06,22,18.0
Br Dunk,2014-05-06,22,19.8
Br Dunk,2014-05-06,24,21.8
Br Dunk,2014-05-06,25,23.0
Br Dunk,2014-05-06,25,23.6
C De Grandhomme,2017-04-15,163,163.0
C De Grandhomme,2017-04-15,170,166.5
C De Grandhomme,2017-04-23,93,142.0
C De Grandhomme,2017-04-23,93,129.75
C De Grandhomme,2017-05-03,56,115.0
C De Grandhomme,2017-05-03,58,94.0
C De Grandhomme,2017-05-03,73,74.6
C De Grandhomme,2017-05-03,76,71.2
C De Grandhomme,2017-05-03,83,69.2
C De Grandhomme,2017-05-03,89,75.8
C De Grandhomme,2017-05-03,95,83.2
C De Grandhomme,2017-05-03,99,88.4
C De Grandhomme,2017-05-03,100,93.2
C De Grandhomme,2017-05-03,102,97.0
C De Grandhomme,2017-05-03,107,100.6
C De Grandhomme,2017-05-03,108,103.2
C De Grandhomme,2017-05-03,110,105.4
C De Grandhomme,2017-05-03,111,107.6
C De Grandhomme,2017-05-03,113,109.8
C De Grandhomme,2017-05-03,118,112.0
C De Grandhomme,2017-05-03,119,114.2
C De Grandhomme,2017-05-03,119,116.0
C De Grandhomme,2017-05-03,119,117.6
C De Grandhomme,2017-05-19,31,101.2
C Madan,2010-04-13,4,4.0
C Madan,2010-04-13,4,4.0
C Madan,2010-04-13,4,4.0
C Madan,2010-04-13,8,5.0
C Madan,2010-04-13,8,5.6
C Madan,2010-04-13,8,6.4
C Madan,2010-04-13,16,8.8
C Madan,2010-04-13,16,11.2
C Madan,2010-04-13,17,13.0
C Madan,2010-04-13,22,15.8
C Madan,2010-04-13,22,18.6
C Madan,2010-04-13,22,19.8
C Madan,2010-04-13,24,21.4
C Madan,2010-04-13,28,23.6
C Madan,2010-04-13,28,24.8
C Madan,2010-04-13,29,26.2
C Madan,2010-04-13,31,28.0
C Madan,2010-04-13,40,31.2
C Madan,2010-04-13,40,33.6
C Madan,2010-04-13,40,36.0
C Madan,2010-04-13,41,38.4
C Munro,2016-04-13,176,176.0
C Munro,2016-04-13,178,177.0
C Munro,2016-04-13,180,178.0
C Munro,2016-04-13,181,178.75
C Munro,2016-04-13,181,179.2
C Munro,2016-04-13,182,180.4
C Munro,2016-05-22,34,151.6
C Munro,2016-05-22,35,122.6
C Munro,2016-05-22,39,94.2
C Munro,2016-05-22,40,66.0
C Munro,2016-05-22,43,38.2
C Munro,2016-05-22,44,40.2
C Munro,2016-05-22,48,42.8
C Munro,2016-05-22,48,44.6
Ca Lynn,2014-04-24,11,11.0
Ca Lynn,2014-04-24,17,14.0
Ca Lynn,2014-04-24,18,15.333333333333334
Ca Lynn,2014-04-24,23,17.25
Ca Lynn,2014-04-24,28,19.4
Ca Lynn,2014-04-24,28,22.8
Ca Lynn,2014-04-24,29,25.2
Ca Lynn,2014-04-24,29,27.4
Ca Lynn,2014-04-24,33,29.4
Ca Lynn,2014-04-24,37,31.2
Ca Lynn,2014-04-24,38,33.2
Ca Lynn,2014-04-24,38,35.0
Ca Lynn,2014-04-24,39,37.0
Ca Lynn,2014-04-24,40,38.4
Ca Lynn,2014-04-24,48,40.6
Ca Lynn,2014-04-24,49,42.8
Ca Lynn,2014-04-24,50,45.2
Ca Lynn,2014-04-24,56,48.6
Ca Lynn,2014-04-24,57,52.0
Ca Lynn,2014-04-24,58,54.0
Ca Lynn,2014-04-24,65,57.2
Ca Lynn,2014-04-24,65,60.2
Ca Lynn,2014-04-24,66,62.2
Ca Lynn,2014-04-24,67,64.2
Ca Lynn,2014-04-24,69,66.4
Ca Lynn,2014-04-24,81,69.6
Ca Lynn,2014-04-24,82,73.0
Ca Lynn,2014-04-24,83,76.4
Ca Lynn,2014-04-24,85,80.0
Ca Lynn,2014-04-24,87,83.6
Ca Lynn,2014-04-24,90,85.4
Ca Lynn,2014-04-24,90,87.0
Ca Lynn,2016-04-28,130,96.4
Ca Lynn,2016-04-28,143,108.0
Ca Lynn,2016-04-28,156,121.8
Ca Lynn,2016-04-28,157,135.2
Ca Lynn,2016-04-28,158,148.8
Ca Lynn,2016-04-28,168,156.4
Ca Lynn,2016-04-28,170,161.8
Ca Lynn,2016-04-28,172,165.0
Ca Lynn,2016-04-28,172,168.0
Ca Lynn,2016-04-28,173,171.0
Ca Lynn,2017-04-09,2,137.8
Ca Lynn,2017-04-09,3,104.4
Ca Lynn,2017-04-09,5,71.0
Ca Lynn,2017-04-09,9,38.4
Ca Lynn,2017-04-09,10,5.8
Ca Lynn,2017-04-09,10,7.4
Ca Lynn,2017-04-09,14,9.6
Ca Lynn,2017-04-09,14,11.4
Ca Lynn,2017-04-09,15,12.6
Ca Lynn,2017-04-09,19,14.4
Ca Lynn,2017-04-09,19,16.2
Ca Lynn,2017-04-09,21,17.6
Ca Lynn,2017-04-09,26,20.0
Ca Lynn,2017-04-09,35,24.0
Ca Lynn,2017-04-09,36,27.4
Ca Lynn,2017-04-09,42,32.0
Ca Lynn,2017-04-09,43,36.4
Ca Lynn,2017-04-09,48,40.8
Ca Lynn,2017-04-09,53,44.4
Ca Lynn,2017-04-09,54,48.0
Ca Lynn,2017-04-09,56,50.8
Ca Lynn,2017-04-09,57,53.6
Ca Lynn,2017-04-09,59,55.8
Ca Lynn,2017-04-09,61,57.4
Ca Lynn,2017-04-09,65,59.6
Ca Lynn,2017-04-09,65,61.4
Ca Lynn,2017-04-09,67,63.4
Ca Lynn,2017-04-09,67,65.0
Ca Lynn,2017-05-19,0,52.8
Ca Lynn,2017-05-19,0,39.8
Ca Lynn,2017-05-19,0,26.8
Ca Lynn,2017-05-19,0,13.4
Ca Lynn,2017-05-19,2,0.4
Ca Lynn,2017-05-19,3,1.0
Ca Lynn,2017-05-19,4,1.8
Ca Lynn,2017-05-19,5,2.8
Ca Pujara,2010-03-12,1,1.0
Ca Pujara,2010-03-12,1,1.0
Ca Pujara,2010-03-12,1,1.0
Ca Pujara,2010-03-12,5,2.0
Ca Pujara,2010-03-12,5,2.6
Ca Pujara,2010-03-12,6,3.6
Ca Pujara,2010-03-12,6,4.6
Ca Pujara,2010-03-12,10,6.4
Ca Pujara,2010-03-12,14,8.2
Ca Pujara,2010-03-12,14,10.0
Ca Pujara,2010-03-12,14,11.6
Ca Pujara,2010-03-12,14,13.2
Ca Pujara,2010-03-12,21,15.4
Ca Pujara,2010-03-12,22,17.0
Ca Pujara,2010-03-12,31,20.4
Ca Pujara,2010-03-12,31,23.8
Ca Pujara,2010-04-01,20,25.0
Ca Pujara,2010-04-01,24,25.6
Ca Pujara,2010-04-01,25,26.2
Ca Pujara,2010-04-01,27,25.4
Ca Pujara,2010-04-01,27,24.6
Ca Pujara,2010-04-01,28,26.2
Ca Pujara,2010-04-01,30,27.4
Ca Pujara,2010-04-01,35,29.4
Ca Pujara,2010-04-01,39,31.8
Ca Pujara,2010-04-01,40,34.4
Ca Pujara,2010-04-01,40,36.8
Ca Pujara,2010-04-01,40,38.8
Ca Pujara,2010-04-01,41,40.0
Ca Pujara,2010-04-01,46,41.4
Ca Pujara,2010-04-10,136,60.6
Ca Pujara,2010-04-10,136,79.8
Ca Pujara,2010-04-10,137,99.2
Ca Pujara,2010-04-10,138,118.6
