batsman,date,runs,rolling_avg_runs
A Symonds,2010-03-19,85,82.8
A Symonds,2010-03-19,92,85.6
A Symonds,2010-03-19,96,88.2
A Symonds,2010-03-19,100,91.4
A Symonds,2010-03-19,102,95.0
A Symonds,2010-03-19,103,98.6
A Symonds,2010-03-19,109,102.0
A Symonds,2010-03-19,111,105.0
A Symonds,2010-03-19,112,107.4
A Symonds,2010-03-19,114,109.8
A Symonds,2010-03-19,115,112.2
A Symonds,2010-03-19,115,113.4
A Symonds,2010-03-19,115,114.2
A Symonds,2010-03-19,116,115.0
A Symonds,2010-03-19,118,115.8
A Symonds,2010-03-19,124,117.6
A Symonds,2010-03-19,125,119.6
A Symonds,2010-03-19,127,122.0
A Symonds,2010-03-19,128,124.4
A Symonds,2010-03-19,134,127.6
A Symonds,2010-03-19,135,129.8
A Symonds,2010-03-19,142,133.2
A Symonds,2010-03-21,44,116.6
A Symonds,2010-03-21,46,100.2
A Symonds,2010-03-21,47,82.8
A Symonds,2010-03-21,47,65.2
A Symonds,2010-03-21,49,46.6
A Symonds,2010-03-21,50,47.8
A Symonds,2010-03-21,56,49.8
A Symonds,2010-03-21,57,51.8
A Symonds,2010-03-21,58,54.0
A Symonds,2010-03-21,60,56.2
A Symonds,2010-03-21,69,60.0
A Symonds,2010-03-21,71,63.0
A Symonds,2010-03-21,72,66.0
A Symonds,2010-03-21,77,69.8
A Symonds,2010-03-21,79,73.6
A Symonds,2010-03-21,83,76.4
A Symonds,2010-03-21,87,79.6
A Symonds,2010-03-21,93,83.8
A Symonds,2010-03-21,94,87.2
A Symonds,2010-03-21,97,90.8
A Symonds,2010-03-21,98,93.8
A Symonds,2010-03-21,102,96.8
A Symonds,2010-03-21,102,98.6
A Symonds,2010-03-21,103,100.4
A Symonds,2010-03-26,41,89.2
A Symonds,2010-03-26,41,77.8
A Symonds,2010-03-26,42,65.8
A Symonds,2010-03-26,46,54.6
A Symonds,2010-03-26,50,44.0
A Symonds,2010-03-26,50,45.8
A Symonds,2010-03-26,50,47.6
A Symonds,2010-03-26,54,50.0
A Symonds,2010-03-26,55,51.8
A Symonds,2010-03-26,55,52.8
A Symonds,2010-03-26,57,54.2
A Symonds,2010-03-26,58,55.8
A Symonds,2010-03-26,60,57.0
A Symonds,2010-03-26,61,58.2
A Symonds,2010-03-26,69,61.0
A Symonds,2010-04-12,97,69.0
A Symonds,2010-04-12,99,77.2
A Symonds,2010-04-12,99,85.0
A Symonds,2010-04-12,99,92.6
A Symonds,2010-04-12,101,99.0
A Symonds,2010-04-12,102,100.0
A Symonds,2010-04-12,102,100.6
A Symonds,2010-04-12,102,101.2
A Symonds,2010-04-12,106,102.6
A Symonds,2010-04-12,106,103.6
A Symonds,2010-04-12,107,104.6
A Symonds,2010-04-12,112,106.6
A Symonds,2010-04-12,114,109.0
A Symonds,2010-04-12,124,112.6
A Symonds,2010-04-12,125,116.4
A Symonds,2010-04-12,126,120.2
A Symonds,2010-04-12,127,123.2
A Symonds,2010-04-12,128,126.0
A Symonds,2010-04-12,129,127.0
A Symonds,2010-04-12,130,128.0
A Symonds,2010-04-12,131,129.0
A Symonds,2010-04-18,47,113.0
A Symonds,2010-04-18,51,97.6
A Symonds,2010-04-18,52,82.2
A Symonds,2010-04-18,52,66.6
A Symonds,2010-04-18,58,52.0
A Symonds,2010-04-18,58,54.2
A Symonds,2010-04-18,59,55.8
A Symonds,2010-04-18,60,57.4
A Symonds,2010-04-18,61,59.2
A Symonds,2010-04-18,61,59.8
A Symonds,2010-04-18,62,60.6
A Symonds,2010-04-18,68,62.4
A Symonds,2010-04-18,75,65.4
A Symonds,2010-04-18,79,69.0
A Symonds,2010-04-18,82,73.2
A Symonds,2010-04-18,82,77.2
A Symonds,2010-04-18,83,80.2
A Symonds,2010-04-18,85,82.2
A Symonds,2010-04-18,85,83.4
A Symonds,2010-04-18,91,85.2
A Symonds,2010-04-18,91,87.0
A Symonds,2010-04-18,92,88.8
A Symonds,2010-04-18,99,91.6
A Symonds,2010-04-18,106,95.8
A Symonds,2010-04-18,106,98.8
A Symonds,2010-04-18,110,102.6
A Symonds,2010-04-18,111,106.4
A Symonds,2010-04-18,114,109.4
A Symonds,2010-04-18,115,111.2
A Symonds,2010-04-18,116,113.2
A Symonds,2010-04-24,15,94.2
A Symonds,2010-04-24,15,75.0
A Symonds,2010-04-24,15,55.2
A Symonds,2010-04-24,15,35.2
A Symonds,2010-04-24,20,16.0
A Symonds,2010-04-24,21,17.2
A Symonds,2010-04-24,27,19.6
A Symonds,2010-04-24,27,22.0
A Symonds,2011-04-22,75,34.0
A Symonds,2011-04-22,75,45.0
A Symonds,2011-04-22,77,56.2
A Symonds,2011-04-22,78,66.4
A Symonds,2011-04-22,86,78.2
A Symonds,2011-04-22,86,80.4
A Symonds,2011-04-22,87,82.8
A Symonds,2011-04-22,89,85.2
A Symonds,2011-04-22,90,87.6
A Symonds,2011-04-22,93,89.0
A Symonds,2011-04-22,94,90.6
A Symonds,2011-04-22,95,92.2
A Symonds,2011-04-22,103,95.0
A Symonds,2011-04-22,107,98.4
A Symonds,2011-04-22,107,101.2
A Symonds,2011-04-22,107,103.8
A Symonds,2011-04-22,118,108.4
A Symonds,2011-04-22,119,111.6
A Symonds,2011-04-22,131,116.4
A Symonds,2011-04-22,133,121.6
A Symonds,2011-04-22,134,127.0
A Symonds,2011-04-22,136,130.6
A Symonds,2011-04-22,137,134.2
A Symonds,2011-04-22,144,136.8
A Symonds,2011-04-22,160,142.2
A Symonds,2011-04-22,161,147.6
A Symonds,2011-04-22,162,152.8
A Symonds,2011-04-22,164,158.2
A Symonds,2011-04-22,164,162.2
A Symonds,2011-04-24,71,144.4
A Symonds,2011-04-24,72,126.6
A Symonds,2011-04-24,72,108.6
A Symonds,2011-04-24,72,90.2
A Symonds,2011-04-24,72,71.8
A Symonds,2011-04-24,73,72.2
A Symonds,2011-04-24,74,72.6
A Symonds,2011-04-24,76,73.4
A Symonds,2011-04-24,78,74.6
A Symonds,2011-04-24,79,76.0
A Symonds,2011-04-24,89,79.2
A Symonds,2011-04-24,93,83.0
A Symonds,2011-04-24,94,86.6
A Symonds,2011-04-24,96,90.2
A Symonds,2011-04-24,99,94.2
A Symonds,2011-04-24,102,96.8
A Symonds,2011-04-24,108,99.8
A Symonds,2011-04-24,114,103.8
A Symonds,2011-04-24,114,107.4
A Symonds,2011-04-24,116,110.8
A Symonds,2011-04-24,117,113.8
A Symonds,2011-04-24,124,117.0
A Symonds,2011-04-24,129,120.0
A Symonds,2011-04-24,130,123.2
A Symonds,2011-04-24,131,126.2
A Symonds,2011-04-24,132,129.2
A Symonds,2011-04-24,136,131.6
A Symonds,2011-04-24,142,134.2
A Symonds,2011-04-24,144,137.0
A Symonds,2011-04-24,148,140.4
A Symonds,2011-04-24,148,143.6
A Symonds,2011-04-24,148,146.0
A Symonds,2011-04-24,156,148.8
A Symonds,2011-04-29,47,129.4
A Symonds,2011-04-29,49,109.6
A Symonds,2011-04-29,50,90.0
A Symonds,2011-04-29,50,70.4
A Symonds,2011-04-29,50,49.2
A Symonds,2011-04-29,50,49.8
A Symonds,2011-04-29,51,50.2
A Symonds,2011-04-29,51,50.4
A Symonds,2011-04-29,53,51.0
A Symonds,2011-04-29,54,51.8
A Symonds,2011-04-29,55,52.8
A Symonds,2011-04-29,58,54.2
A Symonds,2011-04-29,58,55.6
A Symonds,2011-04-29,59,56.8
A Symonds,2011-04-29,61,58.2
A Symonds,2011-04-29,61,59.4
A Symonds,2011-04-29,61,60.0
A Symonds,2011-04-29,62,60.8
A Symonds,2011-04-29,63,61.6
A Symonds,2011-04-29,65,62.4
A Symonds,2011-04-29,67,63.6
A Symonds,2011-04-29,68,65.0
A Symonds,2011-04-29,71,66.8
A Symonds,2011-04-29,76,69.4
A Symonds,2011-04-29,77,71.8
A Symonds,2011-04-29,79,74.2
A Symonds,2011-04-29,81,76.8
A Symonds,2011-05-02,144,91.4
A Symonds,2011-05-02,145,105.2
A Symonds,2011-05-02,147,119.2
A Symonds,2011-05-02,148,133.0
A Symonds,2011-05-02,154,147.6
A Symonds,2011-05-02,159,150.6
A Symonds,2011-05-04,115,144.6
A Symonds,2011-05-04,124,140.0
A Symonds,2011-05-04,124,135.2
A Symonds,2011-05-07,173,139.0
A Symonds,2011-05-07,174,142.0
A Symonds,2011-05-07,176,154.2
A Symonds,2011-05-07,178,165.0
A Uniyal,2010-03-15,116,116.0
A Uniyal,2010-03-15,122,119.0
A Uniyal,2010-03-15,122,120.0
A Uniyal,2010-03-15,123,120.75
A Uniyal,2010-03-15,130,122.6
A Uniyal,2010-03-15,137,126.8
Aa Bilakhia,2009-04-30,12,12.0
Aa Bilakhia,2009-04-30,12,12.0
Aa Bilakhia,2009-04-30,14,12.666666666666666
Aa Bilakhia,2009-04-30,14,13.0
Aa Bilakhia,2009-04-30,15,13.4
Aa Bilakhia,2009-04-30,17,14.4
Aa Bilakhia,2009-04-30,19,15.8
Aa Bilakhia,2009-04-30,22,17.4
Aa Bilakhia,2009-04-30,26,19.8
Aa Bilakhia,2009-04-30,26,22.0
Aa Bilakhia,2009-04-30,26,23.8
Aa Bilakhia,2009-04-30,26,25.2
Aa Bilakhia,2009-04-30,30,26.8
Aa Bilakhia,2009-04-30,30,27.6
Aa Bilakhia,2009-04-30,31,28.6
Aa Bilakhia,2009-04-30,32,29.8
Aa Bilakhia,2009-04-30,38,32.2
Aa Bilakhia,2009-04-30,39,34.0
Aa Bilakhia,2009-04-30,41,36.2
Aa Bilakhia,2009-04-30,44,38.8
Aa Bilakhia,2009-04-30,46,41.6
Aa Bilakhia,2009-04-30,47,43.4
Aa Bilakhia,2009-04-30,48,45.2
Aa Bilakhia,2009-04-30,48,46.6
Aa Bilakhia,2009-04-30,50,47.8
Aa Bilakhia,2009-04-30,51,48.8
Aa Bilakhia,2009-04-30,52,49.8
Aa Bilakhia,2009-04-30,53,50.8
Aa Bilakhia,2009-05-02,34,48.0
Aa Bilakhia,2009-05-02,34,44.8
Aa Bilakhia,2009-05-02,34,41.4
Aa Bilakhia,2009-05-02,35,38.0
Aa Bilakhia,2009-05-02,35,34.4
Aa Bilakhia,2009-05-24,117,51.0
Aa Bilakhia,2009-05-24,118,67.8
Aa Bilakhia,2009-05-24,119,84.8
Aa Bilakhia,2009-05-24,121,102.0
Aa Bilakhia,2009-05-24,126,120.2
Aa Bilakhia,2009-05-24,133,123.4
Aa Bilakhia,2009-05-24,134,126.6
Aa Bilakhia,2009-05-24,134,129.6
Aa Chavan,2011-05-15,81,81.0
Aa Chavan,2011-05-15,81,81.0
Aa Chavan,2011-05-15,82,81.33333333333333
Aa Chavan,2012-05-01,128,93.0
Aa Chavan,2012-05-01,132,100.8
Aa Chavan,2012-05-01,133,111.2
Aa Chavan,2012-05-01,134,121.8
Aa Chavan,2012-05-01,136,132.6
Aa Chavan,2012-05-01,138,134.6
Aa Jhunjhunwala,2010-03-15,48,48.0
Aa Jhunjhunwala,2010-03-15,48,48.0
Aa Jhunjhunwala,2010-03-15,49,48.333333333333336
Aa Jhunjhunwala,2010-03-15,49,48.5
Aa Jhunjhunwala,2010-03-15,49,48.6
Aa Jhunjhunwala,2010-03-15,49,48.8
Aa Jhunjhunwala,2010-03-15,49,49.0
Aa Jhunjhunwala,2010-03-15,50,49.2
Aa Jhunjhunwala,2010-03-15,50,49.4
Aa Jhunjhunwala,2010-03-15,50,49.6
Aa Jhunjhunwala,2010-03-15,50,49.8
Aa Jhunjhunwala,2010-03-15,50,50.0
Aa Jhunjhunwala,2010-03-15,51,50.2
Aa Jhunjhunwala,2010-03-15,54,51.0
Aa Jhunjhunwala,2010-03-15,55,52.0
Aa Jhunjhunwala,2010-03-15,57,53.4
Aa Jhunjhunwala,2010-03-15,57,54.8
Aa Jhunjhunwala,2010-03-15,58,56.2
Aa Jhunjhunwala,2010-03-15,66,58.6
Aa Jhunjhunwala,2010-03-15,67,61.0
Aa Jhunjhunwala,2010-03-15,75,64.6
Aa Jhunjhunwala,2010-03-15,76,68.4
Aa Jhunjhunwala,2010-03-15,79,72.6
Aa Jhunjhunwala,2010-03-15,81,75.6
Aa Jhunjhunwala,2010-03-15,85,79.2
Aa Jhunjhunwala,2010-03-15,89,82.0
Aa Jhunjhunwala,2010-03-15,90,84.8
Aa Jhunjhunwala,2010-03-15,90,87.0
Aa Jhunjhunwala,2010-03-15,91,89.0
Aa Jhunjhunwala,2010-03-15,92,90.4
Aa Jhunjhunwala,2010-03-15,99,92.4
Aa Jhunjhunwala,2010-03-15,100,94.4
Aa Jhunjhunwala,2010-03-15,110,98.4
Aa Jhunjhunwala,2010-03-15,110,102.2
Aa Jhunjhunwala,2010-03-15,111,106.0
Aa Jhunjhunwala,2010-03-15,113,108.8
Aa Jhunjhunwala,2010-03-15,116,112.0
Aa Jhunjhunwala,2010-03-15,116,113.2
Aa Jhunjhunwala,2010-03-15,120,115.2
Aa Jhunjhunwala,2010-03-15,121,117.2
Aa Jhunjhunwala,2010-03-15,122,119.0
Aa Jhunjhunwala,2010-03-15,127,121.2
Aa Jhunjhunwala,2010-03-15,128,123.6
Aa Jhunjhunwala,2010-03-15,129,125.4
Aa Jhunjhunwala,2010-03-15,131,127.4
Aa Jhunjhunwala,2010-03-15,135,130.0
Aa Jhunjhunwala,2010-03-15,136,131.8
Aa Jhunjhunwala,2010-03-15,141,134.4
Aa Jhunjhunwala,2010-03-18,32,115.0
Aa Jhunjhunwala,2010-03-18,33,95.4
Aa Jhunjhunwala,2010-03-18,33,75.0
Aa Jhunjhunwala,2010-03-18,34,54.6
Aa Jhunjhunwala,2010-03-18,34,33.2
Aa Jhunjhunwala,2010-03-18,38,34.4
Aa Jhunjhunwala,2010-03-18,38,35.4
Aa Jhunjhunwala,2010-03-20,48,38.4
Aa Jhunjhunwala,2010-03-20,56,42.8
Aa Jhunjhunwala,2010-03-20,57,47.4
Aa Jhunjhunwala,2010-03-20,58,51.4
Aa Jhunjhunwala,2010-03-20,59,55.6
Aa Jhunjhunwala,2010-03-20,61,58.2
Aa Jhunjhunwala,2010-03-20,63,59.6
Aa Jhunjhunwala,2010-03-20,71,62.4
Aa Jhunjhunwala,2010-03-20,72,65.2
Aa Jhunjhunwala,2010-03-20,74,68.2
Aa Jhunjhunwala,2010-03-20,74,70.8
Aa Jhunjhunwala,2010-03-20,76,73.4
Aa Jhunjhunwala,2010-03-20,80,75.2
Aa Jhunjhunwala,2010-03-20,82,77.2
Aa Jhunjhunwala,2010-03-20,88,80.0
Aa Jhunjhunwala,2010-03-20,92,83.6
Aa Jhunjhunwala,2010-03-20,92,86.8
Aa Jhunjhunwala,2010-03-20,93,89.4
Aa Jhunjhunwala,2010-03-20,95,92.0
Aa Jhunjhunwala,2010-03-20,96,93.6
Aa Jhunjhunwala,2010-03-20,99,95.0
Aa Jhunjhunwala,2010-03-20,103,97.2
Aa Jhunjhunwala,2010-03-20,105,99.6
Aa Jhunjhunwala,2010-03-20,106,101.8
Aa Jhunjhunwala,2010-03-20,110,104.6
Aa Jhunjhunwala,2010-03-20,111,107.0
Aa Jhunjhunwala,2010-03-20,117,109.8
Aa Jhunjhunwala,2010-03-20,117,112.2
Aa Jhunjhunwala,2010-03-20,118,114.6
Aa Jhunjhunwala,2010-03-20,124,117.4
Aa Jhunjhunwala,2010-03-20,128,120.8
Aa Jhunjhunwala,2010-03-20,129,123.2
Aa Jhunjhunwala,2010-03-20,131,126.0
Aa Jhunjhunwala,2010-03-20,136,129.6
Aa Jhunjhunwala,2010-03-20,138,132.4
Aa Jhunjhunwala,2010-03-20,142,135.2
Aa Jhunjhunwala,2010-03-20,142,137.8
Aa Jhunjhunwala,2010-03-28,160,143.6
Aa Jhunjhunwala,2010-03-28,160,148.4
Aa Jhunjhunwala,2010-03-28,164,153.6
Aa Jhunjhunwala,2010-03-28,165,158.2
Aa Jhunjhunwala,2010-03-28,170,163.8
Aa Jhunjhunwala,2010-03-28,174,166.6
Aa Jhunjhunwala,2010-04-05,107,156.0
Aa Jhunjhunwala,2010-04-05,107,144.6
Aa Jhunjhunwala,2010-04-05,113,134.2
Aa Jhunjhunwala,2010-04-05,114,123.0
Aa Jhunjhunwala,2010-04-05,123,112.8
Aa Jhunjhunwala,2010-04-05,125,116.4
Aa Jhunjhunwala,2010-04-05,128,120.6
Aa Jhunjhunwala,2010-04-05,130,124.0
Aa Jhunjhunwala,2010-04-14,21,105.4
Aa Jhunjhunwala,2010-04-14,21,85.0
Aa Jhunjhunwala,2010-04-14,21,64.2
Aa Jhunjhunwala,2010-04-14,21,42.8
Aa Jhunjhunwala,2010-04-14,22,21.2
Aa Jhunjhunwala,2010-04-14,28,22.6
Aa Jhunjhunwala,2010-04-14,28,24.0
Aa Jhunjhunwala,2010-04-14,29,25.6
Aa Jhunjhunwala,2010-04-14,31,27.6
Aa Jhunjhunwala,2010-04-14,42,31.6
Aa Jhunjhunwala,2010-04-14,44,34.8
Aa Jhunjhunwala,2010-04-14,44,38.0
Aa Jhunjhunwala,2010-04-14,44,41.0
Aa Jhunjhunwala,2010-04-14,44,43.6
Aa Jhunjhunwala,2010-04-14,44,44.0
Aa Jhunjhunwala,2010-04-14,46,44.4
Aa Jhunjhunwala,2010-04-14,48,45.2
Aa Jhunjhunwala,2010-04-14,51,46.6
Aa Jhunjhunwala,2010-04-14,52,48.2
Aa Jhunjhunwala,2010-04-14,56,50.6
Aa Jhunjhunwala,2010-04-14,57,52.8
Aa Jhunjhunwala,2010-04-14,58,54.8
Aa Jhunjhunwala,2012-04-19,126,69.8
Aa Jhunjhunwala,2012-04-19,126,84.6
Aa Jhunjhunwala,2012-04-19,126,98.6
Aa Jhunjhunwala,2012-04-19,130,113.2
Aa Jhunjhunwala,2012-04-19,132,128.0
Aa Jhunjhunwala,2012-04-19,132,129.2
Ab Agarkar,2008-04-26,102,102.0
Ab Agarkar,2008-04-26,104,103.0
Ab Agarkar,2008-04-26,106,104.0
Ab Agarkar,2008-04-26,108,105.0
Ab Agarkar,2008-04-26,116,107.2
Ab Agarkar,2008-04-26,118,110.4
Ab Agarkar,2008-04-26,119,113.4
Ab Agarkar,2008-04-26,121,116.4
Ab Agarkar,2008-04-26,121,119.0
Ab Agarkar,2008-04-29,77,111.2
Ab Agarkar,2008-04-29,77,103.0
Ab Agarkar,2008-04-29,77,94.6
Ab Agarkar,2008-04-29,83,87.0
Ab Agarkar,2008-04-29,88,80.4
Ab Agarkar,2008-04-29,90,83.0
Ab Agarkar,2008-04-29,90,85.6
Ab Agarkar,2008-05-16,39,78.0
Ab Agarkar,2008-05-16,43,70.0
Ab Agarkar,2008-05-16,43,61.0
Ab Agarkar,2008-05-16,43,51.6
Ab Agarkar,2008-05-16,44,42.4
Ab Agarkar,2008-05-16,44,43.4
Ab Agarkar,2008-05-16,44,43.6
Ab Agarkar,2008-05-16,45,44.0
Ab Agarkar,2008-05-16,46,44.6
Ab Agarkar,2008-05-16,48,45.4
Ab Agarkar,2008-05-16,55,47.6
Ab Agarkar,2008-05-16,57,50.2
Ab Agarkar,2008-05-16,60,53.2
Ab Agarkar,2008-05-16,60,56.0
Ab Agarkar,2008-05-20,127,71.8
Ab Agarkar,2008-05-20,128,86.4
Ab Agarkar,2009-04-19,73,89.6
Ab Agarkar,2009-04-19,81,93.8
Ab Agarkar,2009-04-19,81,98.0
Ab Agarkar,2009-04-29,119,96.4
Ab Agarkar,2009-04-29,122,95.2
Ab Agarkar,2009-04-29,132,107.0
Ab Agarkar,2009-04-29,132,117.2
Ab Agarkar,2009-04-29,133,127.6
Ab Agarkar,2009-04-29,134,130.6
Ab Agarkar,2009-04-29,136,133.4
Ab Agarkar,2009-04-29,138,134.6
Ab Agarkar,2009-05-10,58,119.8
Ab Agarkar,2009-05-10,58,104.8
Ab Agarkar,2009-05-10,58,89.6
Ab Agarkar,2009-05-10,58,74.0
Ab Agarkar,2009-05-10,60,58.4
Ab Agarkar,2009-05-10,63,59.4
Ab Agarkar,2009-05-10,71,62.0
Ab Agarkar,2009-05-10,71,64.6
Ab Agarkar,2009-05-10,71,67.2
Ab Agarkar,2009-05-10,74,70.0
Ab Agarkar,2009-05-10,75,72.4
Ab Agarkar,2009-05-10,82,74.6
Ab Agarkar,2009-05-10,84,77.2
Ab Agarkar,2009-05-10,84,79.8
Ab Agarkar,2009-05-10,84,81.8
Ab Agarkar,2009-05-10,88,84.4
Ab Agarkar,2009-05-10,89,85.8
Ab Agarkar,2009-05-10,94,87.8
Ab Agarkar,2009-05-10,94,89.8
Ab Agarkar,2009-05-10,94,91.8
Ab Agarkar,2009-05-10,96,93.4
Ab Agarkar,2009-05-10,101,95.8
Ab Agarkar,2009-05-10,107,98.4
Ab Agarkar,2009-05-10,108,101.2
Ab Agarkar,2009-05-10,110,104.4
Ab Agarkar,2009-05-10,111,107.4
Ab Agarkar,2009-05-10,121,111.4
Ab Agarkar,2009-05-10,122,114.4
Ab Agarkar,2009-05-10,123,117.4
Ab Agarkar,2010-04-01,165,128.4
Ab Agarkar,2010-04-01,173,140.8
Ab Agarkar,2010-04-01,174,151.4
Ab Agarkar,2010-04-01,179,162.8
Ab Agarkar,2010-04-01,181,174.4
Ab Agarkar,2010-04-10,139,169.2
Ab Agarkar,2010-04-10,140,162.6
Ab Agarkar,2010-04-10,141,156.0
Ab Agarkar,2010-04-10,143,148.8
Ab Agarkar,2010-04-10,157,144.0
Ab Agarkar,2010-04-10,159,148.0
Ab Agarkar,2010-04-10,160,152.0
Ab Agarkar,2010-04-13,128,149.4
Ab Agarkar,2010-04-13,128,146.4
Ab Agarkar,2010-04-13,128,140.6
Ab Agarkar,2010-04-13,137,136.2
Ab Agarkar,2010-04-13,138,131.8
Ab Agarkar,2013-04-23,103,126.8
Ab Agarkar,2013-04-23,104,122.0
Ab Agarkar,2013-04-23,106,117.6
Ab Agarkar,2013-04-23,108,111.8
Ab Agarkar,2013-04-23,109,106.0
Ab Agarkar,2013-04-23,111,107.6
Ab Agarkar,2013-04-23,116,110.0
Ab Agarkar,2013-04-23,118,112.4
Ab Agarkar,2013-04-23,120,114.8
Ab De Villiers,2008-05-08,46,46.0
Ab De Villiers,2008-05-11,53,49.5
Ab De Villiers,2008-05-11,56,51.666666666666664
Ab De Villiers,2008-05-11,56,52.75
Ab De Villiers,2008-05-11,58,53.8
Ab De Villiers,2008-05-11,59,56.4
Ab De Villiers,2008-05-11,60,57.8
Ab De Villiers,2008-05-11,61,58.8
Ab De Villiers,2008-05-11,61,59.8
Ab De Villiers,2008-05-11,63,60.8
Ab De Villiers,2008-05-11,64,61.8
Ab De Villiers,2008-05-11,64,62.6
Ab De Villiers,2008-05-11,65,63.4
Ab De Villiers,2008-05-11,67,64.6
Ab De Villiers,2008-05-11,68,65.6
Ab De Villiers,2008-05-11,70,66.8
Ab De Villiers,2008-05-11,71,68.2
Ab De Villiers,2008-05-11,72,69.6
Ab De Villiers,2008-05-11,74,71.0
Ab De Villiers,2008-05-11,75,72.4
Ab De Villiers,2008-05-11,77,73.8
Ab De Villiers,2008-05-11,78,75.2
Ab De Villiers,2008-05-11,90,78.8
Ab De Villiers,2008-05-11,92,82.4
Ab De Villiers,2009-04-23,1,67.6
Ab De Villiers,2009-04-23,8,53.8
Ab De Villiers,2009-04-23,13,40.8
Ab De Villiers,2009-04-23,14,25.6
Ab De Villiers,2009-04-23,14,10.0
Ab De Villiers,2009-04-23,20,13.8
Ab De Villiers,2009-04-23,21,16.4
Ab De Villiers,2009-04-23,33,20.4
Ab De Villiers,2009-04-23,34,24.4
Ab De Villiers,2009-04-23,47,31.0
Ab De Villiers,2009-04-23,59,38.8
Ab De Villiers,2009-04-23,60,46.6
Ab De Villiers,2009-04-23,62,52.4
Ab De Villiers,2009-04-23,71,59.8
Ab De Villiers,2009-04-23,82,66.8
Ab De Villiers,2009-04-23,82,71.4
Ab De Villiers,2009-04-23,83,76.0
Ab De Villiers,2009-04-23,90,81.6
Ab De Villiers,2009-04-23,90,85.4
Ab De Villiers,2009-04-23,92,87.4
Ab De Villiers,2009-04-23,96,90.2
Ab De Villiers,2009-04-23,98,93.2
Ab De Villiers,2009-04-23,100,95.2
Ab De Villiers,2009-04-23,102,97.6
Ab De Villiers,2009-04-23,103,99.8
Ab De Villiers,2009-04-23,105,101.6
Ab De Villiers,2009-04-23,106,103.2
Ab De Villiers,2009-04-23,107,104.6
Ab De Villiers,2009-04-23,108,105.8
Ab De Villiers,2009-04-23,112,107.6
Ab De Villiers,2009-04-23,113,109.2
Ab De Villiers,2009-04-23,116,111.2
Ab De Villiers,2009-04-23,122,114.2
Ab De Villiers,2009-04-23,123,117.2
Ab De Villiers,2009-04-23,125,119.8
Ab De Villiers,2009-04-23,126,122.4
Ab De Villiers,2009-04-23,129,125.0
Ab De Villiers,2009-04-23,133,127.2
Ab De Villiers,2009-04-23,134,129.4
Ab De Villiers,2009-04-23,138,132.0
Ab De Villiers,2009-04-23,144,135.6
Ab De Villiers,2009-04-23,145,138.8
Ab De Villiers,2009-04-23,148,141.8
Ab De Villiers,2009-04-23,159,146.8
Ab De Villiers,2009-04-23,159,151.0
Ab De Villiers,2009-04-23,161,154.4
Ab De Villiers,2009-04-23,168,159.0
Ab De Villiers,2009-04-23,172,163.8
Ab De Villiers,2009-04-23,176,167.2
Ab De Villiers,2009-04-23,182,171.8
Ab De Villiers,2009-04-23,183,176.2
Ab De Villiers,2009-04-23,184,179.4
Ab De Villiers,2009-04-23,188,182.6
Ab De Villiers,2009-04-23,189,185.2
Ab De Villiers,2009-04-28,21,153.0
Ab De Villiers,2009-04-28,26,121.6
Ab De Villiers,2009-04-28,26,90.0
Ab De Villiers,2009-04-28,26,57.6
Ab De Villiers,2009-04-28,26,25.0
Ab De Villiers,2009-04-28,27,26.2
Ab De Villiers,2009-04-28,31,27.2
Ab De Villiers,2009-04-28,36,29.2
Ab De Villiers,2009-04-28,38,31.6
Ab De Villiers,2009-04-28,42,34.8
Ab De Villiers,2009-04-28,44,38.2
Ab De Villiers,2009-04-28,46,41.2
Ab De Villiers,2009-04-28,49,43.8
Ab De Villiers,2009-04-28,51,46.4
Ab De Villiers,2009-04-28,56,49.2
Ab De Villiers,2009-04-28,58,52.0
Ab De Villiers,2009-04-28,60,54.8
Ab De Villiers,2009-04-28,62,57.4
Ab De Villiers,2009-04-28,65,60.2
Ab De Villiers,2009-04-28,65,62.0
Ab De Villiers,2009-04-28,65,63.4
Ab De Villiers,2009-04-28,66,64.6
Ab De Villiers,2009-04-28,67,65.6
Ab De Villiers,2009-04-28,68,66.2
Ab De Villiers,2009-04-28,68,66.8
Ab De Villiers,2009-04-28,69,67.6
Ab De Villiers,2009-04-28,70,68.4
Ab De Villiers,2009-04-28,79,70.8
Ab De Villiers,2009-04-28,81,73.4
Ab De Villiers,2009-04-28,82,76.2
Ab De Villiers,2009-04-28,88,80.0
Ab De Villiers,2009-04-28,89,83.8
Ab De Villiers,2009-04-28,93,86.6
Ab De Villiers,2009-04-28,96,89.6
Ab De Villiers,2009-04-28,97,92.6
Ab De Villiers,2009-04-28,97,94.4
Ab De Villiers,2009-04-28,98,96.2
Ab De Villiers,2009-04-28,99,97.4
Ab De Villiers,2009-04-28,101,98.4
Ab De Villiers,2009-04-28,105,100.0
Ab De Villiers,2009-04-28,105,101.6
Ab De Villiers,2009-05-13,57,93.4
Ab De Villiers,2009-05-13,58,85.2
Ab De Villiers,2009-05-13,64,77.8
Ab De Villiers,2009-05-13,65,69.8
Ab De Villiers,2009-05-13,66,62.0
Ab De Villiers,2009-05-13,67,64.0
Ab De Villiers,2009-05-13,69,66.2
Ab De Villiers,2009-05-13,75,68.4
Ab De Villiers,2009-05-13,76,70.6
Ab De Villiers,2009-05-13,79,73.2
